JOBID,CompID,title,summary,job_desc,salary,job_type
81,180,Finance Analyst at Red Oak Sourcing,"Working knowledge of accounting and finance principles. Bachelor’s Degree with concentration in Finance, Accounting or another related field....","Red Oak Sourcing Co, is a 50/50 joint venture between two Fortune 20 companies, Cardinal Health and CVS Health. Red Oak has sole responsibility for generic pharmaceutical sourcing for Cardinal Health and CVS Health’s retail division and pharmacy benefit manager - representing 85% of the pharmaceutical product volume of the two companies. Red Oak is the largest generic sourcing entity in the U.S., the world’s largest generic drug market.This position provides financial and analytical support to the Red Oak senior leadership team as well as other leaders within the organization. Responsibilities include traditional tasks such as assisting in the preparation of the annual budget but will also include ROI analysis, project support and procurement. Self-direction and the ability to establish key relationships at all levels of the organization are critical skills the successful candidate should possess.ResponsibilitiesAssist in preparation of the Red Oak Sourcing annual expense budget and monthly expense forecastsPrepare monthly reporting on key Red Oak business metricsIn conjunction with key stakeholders provide financial support on any and all major procurement decisionsProvide financial and operational support on all Red Oak initiativesProvide support for and participate in annual expense and travel auditsAssist Internal Audit as needed on financial and/or operational engagementsPrepare ad-hoc business analysis as neededQualificationsBachelor’s Degree with concentration in Finance, Accounting or another related fieldMinimum 1–3 years’ experience in Finance, Accounting, or a related field preferredWorking knowledge of accounting and finance principlesProficiency with Excel, Access and PowerPointKnowledge of Adaptive Insights expense planning tool desirableWell-developed problem-solving capabilitiesAttention to detailStrong interpersonal and communication skillsBuilds collaborative relationships and manages multiple tasks simultaneouslyCardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status.","$58,000 - $82,000 a year (Indeed est.)",Part time
82,181,Accounting/Front Office Assistant,We are looking for a self directed individual who will assist our accounting manager in a Part Time Accounting/Front Office Assistantrole. You will be...,"$20 - $25 an hourPart-timeWe are looking for a self directed individual who will assist our accounting manager in a Part Time Accounting/Front Office Assistantrole. You will be experienced in handling a wide range of administrative and executive support related tasks. The ability to interact with staff (at all levels) in a fast paced environment, sometimes under pressure, remaining flexible, proactive, resourceful and efficient, with a high level of professionalism and confidentiality is crucial to this role. The work for this position will be split between our VAR (Value Added Reseller) PTC group duties and Accounting/Front Office duties.VAR Group – up to 40% of the work:Fulfill all incoming ordersPrepares invoices for VAR customersCustomer account maintenanceFront Office – up to 40% of the work:Answer incoming calls and greet guestsOrder office and kitchen suppliesLiaison with building managementAssist in organizing breakfast / lunch meetings including setup and cleanupSend out overnight letters and packages and sort/distribute incoming mail and packagesMake travel arrangements when neededLight to moderate administrative duties, including filing/copyingAccounting – remaining 20% of the work:Prepare depositsProcess employee expense reports weeklyMake collection callsQualificationsThe ideal candidate is a motivated self-starter who is not afraid to ask questions. Specific skills include:Two years office or business related experienceAssociate's or Bachelor’s Degree in Business or related disciplineDetail-oriented and analyticalAble to work in a fast-paced environmentStrong communication skills (oral and written)Proficient with MS Office, knowledge of Peachtree or Quickbooks a plusMust be a US Person due to government contractual workDependable and flexibleAble to work four or five days a week, between 25 - 30 hours weeklyJob Type: Part-timeSalary: $20.00 to $25.00 /hourWorking days:MondayTuesdayWednesdayThursdayFridayOvertime often available:NoTypical start time:9AMTypical end time:3PM",$20 - $25 an hour,Part time
83,182,Fiscal / Administrative Specialist,"3 years in an highly demanding, finance-focused setting, with strong experience in financial operations preferred, strong organizational skills, ability to take...","$42,400 - $53,000 a yearPart-timeReporting to the Associate Dean for Finance and Administration, the Fiscal & Administrative Specialist assists in managing the fiscal activities of the School of Nursing. The Fiscal & Administrative Specialist’s primary responsibility is the maintenance of financial operations for the school’s operating and endowment budgets. He/she is the primary contact for processing financial reimbursements and expenses. She/he processes all grant related expenses including specific programs such as KILN. She/he hires, trains, oversees and signs off on student employee hours worked through Kronos or like system. She/he provides financial analysis to the Associate Dean, Finance and Administration and assists with budgeting, forecasting, and reportingThe Fiscal & Administrative Specialist must gather information and assess needs related to CSON resources. This position’s regular and ongoing assessment is of critical importance in decisions made by the Dean and Associate Dean for Finance and Administration involving financial and human resources within the school. He/she assists in establishing fiscal procedures and is responsible for maintaining documentation of such for all areas within the School. He/she independently manages and projects the funds provided for part-time faculty, faculty travel, and undergraduate research fellows.This position requires timely completion of an array of complex projects amidst frequent interruptions. Often the job requires juggling numerous time-sensitive projects, each with its own set of multi-faceted details and procedural steps. A broad knowledge of systems, both university systems and technology systems is required. Another important challenge is that of taking a positive, customer-focused role to facilitate workflow.Position Details:Department: 058001 - Dean School of NursingPosition: 00008536 - Fiscal / Admin. Specialist - NursingGrade: 2NDFull-Time Equivalent Hiring Range: $42,400 to $53,000; salary commensurate with relevant experience.RequirementsBachelors highly preferred. 3 years in an highly demanding, finance-focused setting, with strong experience in financial operations preferred, strong organizational skills, ability to take a collaborative approach and leadership role in problem-solving, excellent quantitative and technical skills, including proficiency with PeopleSoft Financials, PeopleSoft HR, Excel and the ability to acquire new software skills as the job requires.Requires independent decision making, strong ability to manage up and understanding of organizational operations. Requires respect for others and confidence in leading and supervising in a work place setting. Strong financial understanding and ability to analyze data to reach recommendations for use of funds. Ability to communicate to executive as well as staff levels. Ability to interpret financials transactions and project long-term outcomes as a result of data.Closing StatementBoston College conducts background checks as part of the hiring process.Boston College is an Affirmative Action/Equal Opportunity Employer and does not discriminate on the basis of any legally protected category including disability and protected veteran status. To learn more about how BC supports diversity and inclusion throughout the university please visit the Office for Institutional Diversity at http://www.bc.edu/offices/diversity.","$42,400 - $53,000 a year",Insternship
84,183,Financial Advisor Assistant,"Adaptability, accountability, leadership, and teamwork. FINANCIAL ADVISOR ASSISTANT....","$10,000 - $25,000 a yearPart-timeBROOKLINE BANKFINANCIAL ADVISOR ASSISTANTOverviewPrincipal ObjectivePerforms a variety of administrative, sales and marketing support activities related to the Brookline Investment Services - Infinex Financial Group Financial Advisory Program at Brookline Bank.PART TIME ROLE-20 HOURS WEEKLYPrincipal Duties and ResponsibilitiesSchedule appointments with Financial Advisor; provide follow up correspondence with prospects and clientsAddress client service requests; conduct research and work to resolve client issuesAssist Financial Advisors in preparing new account paperwork and submittal to Infinex Financial GroupProvide superior level of service and responsiveness to customer’s needs within scope of authority and expertiseInterface with Infinex Customer Service Personnel and investment product companies as necessaryMaintain client files in hard copy or online; set up initial files and update as necessary to keep in compliance for financial service auditsMaintain client database for tracking and follow up; assist with outgoing correspondenceComplete and distribute internal and external tracking reports for Brookline Investment ServicesResponsible for adhering to Brookline Bank, Brookline Investment Services and Infinex Financial Group’s policies and procedures and regulatory compliance requirements.Promote Brookline Bank products and services internally and externally on an as needed basisJob Specifications (Skills, Knowledge and Abilities Required)Associate’s or Bachelor’s Degree preferredGeneral knowledge of banking and investment servicesProficiency with Infinetonline Advisory Platform, Financial Planning and Marketing softwareProven organizational skills with ability to prioritize and strong attention to detailStrong telephone skills; proficient in Microsoft Office skills (Word, Excel, Outlook)Excellent verbal and written communications skillsBehavioral SkillsConsistently demonstrate behaviors associated with Brookline Bancorp’s Core Four values: adaptability, accountability, leadership, and teamwork.Job Type: Part-timeSalary: $10,000.00 to $25,000.00 /yearWorking days:MondayTuesdayWednesdayThursdayFridayOvertime often available:NoPaid Training:Yes","$10,000 - $25,000 a year",Internship
85,184,104 - Business Development Analyst,"Why Edvo? As a recruiting firm, Edvo has partnered with companies in their search to fill this role. If you would like to pursue a great opportunity and are...","$40,000 a yearCommissionWhy Edvo?As a recruiting firm, Edvo has partnered with companies in their search to fill this role. If you would like to pursue a great opportunity and are interested in the role below, make sure to apply now!The Role:In this role, you are responsible for identifying and creating new qualified opportunities for your Account Executive counterparts. You will reach out to potential buyers of your product, qualify active buying interest, and identify critical decision makers.Salary $40,000 with OTE of $55,000Full Benefits includedYour daily adventures will include:Discovering new leads through internet research and social media monitoring/messaging, using tools such as LinkedIn NavigatorMaking outbound phone calls and emails each dayManaging prospecting status, data integrity, and forecasting in Salesforce.comAchieving, and exceeding, weekly/monthly metrics (appointments, qualified leads, new contacts, etc.)Responding to inbound customer interest and developing these accounts to create opportunitiesBeing prepared for and contributing to strategic weekly account and trial status meetingsSupporting marketing effortsWe have a very strong marketing arm, which means half your pipeline will be qualifying inbound leads from our website, the other half you’ll generate through classic prospecting techniques, resulting in an average of 50-80 meetings per month that pay you commission on top of your salary.Here are some of the traits that we value in our team.Intelligent – go-getter and very capable at articulating valueChallenger – unafraid to guide a CEO or VP of Sales to think about sales intelligence in a new lightQuick-witted – you see objections as an opportunity to practice verbal joustingCoachable – no matter your experience you’re never done learningTenacious – you know every “no” you hear is a learning opportunity and one step closer to the next “yes”Assertive – you’re likable, but aren’t afraid to ask for what you wantCompetitive – you outwork everyone around youIf this sounds like something you've enjoyed doing, or will enjoy doing, go ahead and apply now!","$40,000 a year",Insternship
86,185,Boston CFO,"Boston CFO Position – Growing and highly profitable financial services company – Revenues increasing, have grown 10 fold in the last 5 years – Base salary range...","$215 - $245 a dayBoston CFO Position – Growing and highly profitable financial services company – Revenues increasing, have grown 10 fold in the last 5 years – Base salary range of $215 to $245, target is $230+bonus – benefits include a brand new leased company car and 100% match on 401K, Need financial services background preferably in the mortgage industry, CPA or CFO helpful, FINRA knowledge also beneficial – CPA/MBA preferred with at least 10+ years at the Controller or CFO level – Really nice family atmosphere and casual working environment",$215 - $245 a day,Internship
87,186,Lead Financial Analyst - Mergers & Acquisitions,"The Lead Financial Analyst combines comprehensive technical knowledge and analytical ability with strong interpersonal skills to support and manage sensitive,...","$93,400 - $118,800 a yearAdvance your career at Liberty Mutual Insurance - A Fortune 100 Company!The Lead Financial Analyst combines comprehensive technical knowledge and analytical ability with strong interpersonal skills to support and manage sensitive, highly visible work in the Corporate Mergers & Acquisitions (“M&A”) group. The Corporate M&A group is responsible for all acquisitions, mergers and divestitures of Liberty Mutual Insurance and supports both business units, Global Risk Solutions and Global Retail Markets. We seek a highly motivated, self-directed individual with strong quantitative skills and ability to work effectively with other groups across the organization. Responsibilities:Prepares and analyzes complex financial and operational analyses for potential mergers, acquisitions and divestitures opportunities across the organization, including both US and international deals.Supports senior M&A team members on larger and more complex deals by managing significant M&A work streams. Leads assessment and analysis of smaller deals and M&A related special projects.Partners with senior leaders in M&A, business units, and other corporate functions, including Finance/ Accounting, Tax, Legal, Investments, and other relevant teams depending on the project scope.Support M&A team members (project dependent) across multiple projects by preparing critical and complex financial (including valuation modeling) and/or operational analyses for potential mergers, acquisitions and divestitures.Conducts market research and analyzes financial and strategic merits of companies in the insurance industry.Prepares and assists in the presentation of executive briefings on strategic opportunities including strategic fit, valuation and deal structure.Manages projects and work streams of moderate complexity and scope. Assists in communicating project opportunities and constraints to senior management while monitoring project status. Drives the project management of transactions, including initial valuations, due diligence and data room management, senior management meetings and post-deal integration.Qualifications:Bachelor's degree (Finance or Accounting preferred) or equivalent experience.Advanced degree, CFA Charter or progress towards a CFA Charter preferred.At least 5 years of financial related experience, including a minimum of 2 years` experience in financial and valuation analysis.Corporate financial, investment banking, M&A or investment experience preferred.Expertise in Excel, S&P Global Market Intelligence, Bloomberg and other financial software.Must be a self-motivated strategic thinker who is able to work under pressure and act quickly with limited information provided.Strong financial modeling and PowerPoint skills.Demonstrated effective and clear presentation and strong communication skills.Experience initiating and leading projects, and ability to work with senior managers and key stakeholders.Benefits:We value your hard work, integrity and commitment to positive change. In return for your service, it’s our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/BenefitsOverview:At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.We’re dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.","$93,400 - $118,800 a year",Full time
88,187,School Finance and Operations Director,"The School Finance and Operations Director shall provide leadership in the areas of budget development, financial planning, accounting, human resources,...","$140,000 - $155,000 a yearLINCOLN - SUDBURY REGIONAL SCHOOL DISTRICT390 LINCOLN ROADSUDBURY, MA 01776EMPLOYMENT OPPORTUNITY 2019-2020 SCHOOL YEARJOB POSTINGSchool Finance and Operations DirectorLincoln-Sudbury Regional High School is actively seeking a highly qualified professional for the position of School Finance and Operations Director to begin July 1, 2019. This position is responsible for all aspects of school finance and operations. Under the direct supervision of the Superintendent/Principal, the School Finance and Operations Director is responsible for all administrative and advisory work relative to the business operations of the Lincoln-Sudbury Regional School District. The School Finance and Operations Director shall provide leadership in the areas of budget development, financial planning, accounting, human resources, building maintenance, energy management, transportation and food services.The successful candidate for the position must have appropriate certification and three to five years of relevant experience related to service in a public school and/or a regional school district. A Bachelors degree in business management, accounting or a related field is required; a Masters degree is preferred. Experience in a regional school district or knowledge of regional school finance is desirable. Anticipated salary range $140,000 - $155,000.Resume and qualifications should be submitted via School Spring by April 26, 2019.Please note: School Spring is our preferred method of application, however, if you wish to apply by mail/e-mail, please send the required items to: Lincoln-Sudbury Regional High SchoolAttention: Personnel390 Lincoln RoadSudbury, MA 01776personnel@lsrhs.netLincoln-Sudbury Regional High School is committed to maintaining a work and learning environment free from discrimination on the basis of race, color, religion, national origin, pregnancy, gender identity, sexual orientation, marital/civil union status, ancestry, place of birth, age, citizenship status, veteran status, political affiliation, genetic information or disability, as defined and required by state and federal laws. Additionally, we prohibit retaliation against individuals who oppose such discrimination and harassment or who participate in an equal opportunity investigation. We are proud to be an Affirmative Action Equal Opportunity Employer.","$140,000 - $155,000 a year",Full time
89,188,Business Systems Analyst - Entry Level,Global Partners is looking to add an entry level Business Analyst to our growing IT Infrastructure team. The candidate will work with the project managers and...,"Job Description:Global Partners is looking to add an entry level Business Analyst to our growing IT Infrastructure team. Great opportunity for recent grads or an IT professional looking to move into an Analyst role. The candidate will work with the project managers and business technology specialists in developing the appropriate solutions to meet the business partners' needs.Responsibility:Gathering business requirements by conducting detailed interviews with business users, stakeholdersCommunicate and interact on a regular basis with the project manager and development team during different stages of the projectResponsible to provide high-quality ongoing support to analyze market trends, and related metrics to monitor industry targets.Advance knowledge of relational databases (SQL)Utilize advanced software features to efficiently process information.Gather and analyze market data of several and perform necessary processing like probability theory and mathematical statistical model to study the market necessity of a business or technical solution.Prepare project deliverables, including generating complete and accurate category reviews or other reports, developing crosstabs, summary spreadsheets, dashboards etc.Qualification:Bachelors / MS in MIS or Computer Information Systems0-1 years of experience,Working knowledge of SQLMS Office: Word, Excel, PowerPoint, VisioCapable of learning new technology in a fast paced environment.Strong communication skills and ability to develop relationships with key stakeholdersWe are an equal opportunity employer. We consider applications for all positions without regard to race, color, religion, creed, gender, national origin, age, disability, sexual orientation, citizenship status, genetic information or any other legally protected status.","$54,000 - $80,000 a year (Indeed est.)",Internship
90,189,Analyst Development Program,"BS/BA in Mathematics, Statistics, Finance, Economics, Data Science or Accounting. Demonstrated leadership experience....","Part-timeThis entry-level training program is designed for recent college graduates with exceptional quantitative abilities who are interested in building a strong foundation for professional careers in Financial / Data Analysis. The rotational training program will span 2-4 six month rotations structured around action learning projects, whereby analysts will be tasked with providing management with detailed analysis in response to practical business challenges. Analysts will benefit from day to day coaching and hands-on mentoring from Senior Analysts with expertise in areas such as Corporate FP&A, Product Pricing, Competitive Intelligence, Business Information Systems, Accounting, and Operations. Upon successful completion of the program, analysts will be placed in a professional level job assignment commensurate with both their interests and analytical abilities. The balance between our size and product diversity sets this opportunity apart from many of our competitors in that individuals in the program will see the immediate impact of their work directly tied to business results. Both part-time MBA studies and professional insurance designations will be supported during the program.All Candidates for the program are interviewed by Senior Management and finalists will be interviewed by the members of the executive staff.Qualifications:BS/BA in Mathematics, Statistics, Finance, Economics, Data Science or AccountingMinimum 3.5 overall GPADemonstrated leadership experienceInquisitive, self-starting personalityStrong communication and presentation skillsExcellent quantitative skillsFlexible, with ability to adapt to shifting prioritiesStrong PC skills including ExcelPosition starts June 2019.","$56,000 - $76,000 a year (Indeed est.)",Full time
91,190,Administrative and Finance Coordinator (Bilingual Spanish),The Administrative and Finance Coordinator will ensure that CED’s administrative functions run smoothly at all times....,"$43,000 - $48,000 a yearCED seeks a Spanish and English fluent, detail-oriented administrative wizard who can help build and manage operational systems. The Administrative and Finance Coordinator will ensure that CED’s administrative functions run smoothly at all times. This is a full-time role (40 hours per week) based in Roxbury, MA. We are seeking for the position to start ASAP.Core responsibilities include: Scheduling and administrative support for the director (25%)Entering data for bookkeeping and financial management (15%)Managing invoices, expense tracking and receipts (15%)Written translation of program materials and occasional interpretation between English and Spanish (15%)Managing office space and team calendar (10%)Support planning and execution of internal and external events (10%)Managing online drives, contact database (5%)Other administrative duties as assigned (5%)Successful Candidates will Display the Following Attributes: Commitment to social and economic justice Obsessively detail oriented! Polished communicator - in writing, in person, and on the phone in English and SpanishWorking knowledge of Microsoft Office suite (particularly Excel) and Google AppsGeneral tech savvy and an ability to navigate multiple web systemsPrior QuickBooks experience a plus, but not requiredJob Type: Full-timeSalary: $43,000.00 to $48,000.00 /yearLanguage:Spanish (Required)Benefits offered:Paid time offParental leaveHealth insuranceDental insuranceOther types of insuranceRetirement benefits or accountsCommuting/travel assistanceFlexible schedules","$43,000 - $48,000 a year",Internship
92,191,"Manager, IT Finance","Collaborate with others in finance, procurement and other organizations to streamline processes and bring clarity to financial state of IT....","For 70 years, Charles River employees have worked together to assist in the discovery, development and safe manufacture of new drug therapies. When you join our family, you will have a significant impact on the health and well-being of people across the globe. Whether your background is in life sciences, finance, IT, sales or another area, your skills will play an important role in the work we perform. In return, we’ll help you build a career that you can feel passionate about.

Job Summary
We are seeking a Manager, IT Finance for our Corporate site located in Wilmington, MA.

The Manager, IT Finance will perform and direct all financial activities necessary for the oversight, management and preparation of financial results, planning (budget), forecasting and multi-year strategic planning for the global Corporate IT group. Provide support to IT leadership and Corporate FP&A team with the timely issuance and presentation of key financial information. The following are responsibilities related to the Manager, IT Finance:
Prepare reporting and financial analysis for IT management summarizing the department's financial status, including explanations of variances to forecast, plan and prior periods and other ad hoc analysis as requested
Consolidate financials for IT organization, providing monthly updates to IT management
Track risk and opportunities and communicate updates to IT leadership/Corporate FP&A
Collaborate with others in finance, procurement and other organizations to streamline processes and bring clarity to financial state of IT
Provide guidance, standards, objects and operate by the management practices
Construct an organization capable of:
Tracking and managing resources and costs
Reviewing invoice coding and validate against budgets and forecasts
Utilizing financial systems and project portfolio management (PPM) tool to research and reconcile financial and resource allocation discrepanies
Preparing, providing and monitoring departmental budgets and forecasts
Overseeing IT AP processes including coordinationof project teams, Corp FP&A, Accounting, Fixed Assets and Procurement
The following are minimum qualifications related to the Manager, IT Finance position:
Education: Bachelor's degree (B.A./B.S.) or the equivalent in Accounting, Finance or a directly related discipline.
Experience: 8+ years related experience in accounting or finance, with a minimum of 3 years’ experience in financial analysis.
About Corporate Functions
The Corporate Functions provide operational support across Charles River in areas such as Human Resources, Finance, IT, Legal, Sales, Quality Assurance, Marketing, and Corporate Development. They partner with their colleagues across the company to develop and drive strategies and to set global standards. The functions are essential to providing a bridge between strategic vision and operational readiness, to ensure ongoing functional innovation and capability improvement.","$85,000 - $124,000 a year (Indeed est.)",Full time
93,192,"FINANCE & ADMINISTRATIVE COORDINATOR, School of Public Healt...","The Financial and Administrative Coordinator will support the Department Chair, Administrative Director, and Grants Manager in the Department of Environmental...","The Financial and Administrative Coordinator will support the Department Chair, Administrative Director, and Grants Manager in the Department of Environmental Health. They will be responsible for processing all financial transactions on research, operating and discretionary accounts, including travel reimbursements, honorariums, and other disbursements. They will work with the Grants Manager to process grant administrative material and to support grant submissions. In addition, they will be responsible for core administrative functions, including department meeting and event planning, purchasing and technical troubleshooting of all office equipment, and maintaining departmental records. The successful candidate will need to be well-organized, detail-oriented and able to prioritize duties.Required SkillsAssociates/vocational/technical degree required; Bachelor's preferred. 1-3 years' experience required. Experience with grant management or an interest in grant management is a plus.We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. We are a VEVRAA Federal Contractor.Required Experience",$19 - $29 an hour (Indeed est.),Part time
94,193,Program Coordinator I,"Draft letters, answer to routine correspondence including collaborating with Finance Office setting up encumbrances, furniture procurements with vendors and...","$52,015 - $74,146 a yearPart-timeDCAMM’S MissionOur job is to work with state agencies to create and manage forward-thinking, sustainable buildings to meet the needs of the citizens they serve. We are partners with fellow agencies to help them meet their strategic needs with fiscally responsible building and real estate solutions. We support the growth of the Commonwealth’s economy and actively engage with private sector partners to make it easier to do business with the Commonwealth.General Statement of Duties and ResponsibilitiesThe Program Coordinator I will maintain and update the design library by conducting product research, coordinate Lunch and Learn, furniture samples delivery and evaluations. The PCI is charged with producing weekly, bi-weekly and monthly Project Briefing Reports. The incumbent will oversee all project databases including CAMIS on a day-by-day basis tracking all projects take on by IPDM; this includes, but is not limited to, Capital, Lease and Space Planning Projects. In addition, but not limited to, the incumbent will assist the Project Managers on project budget tracking, project Furniture/Fixture/Equipment procurement, set up mock-up reviews and produce project wrap up finishes project binders for clients and records.The incumbent will provide comprehensive support to the Interior Planning, Design and Management Unit reporting directly to the Director. The Program Coordinator I will advise the Director of any outstanding or problematic issues and will take appropriate steps to remedy issues in accordance with standard procedures outlined by DCAMM and the Commonwealth.As Unit Administrator, the PCI will schedule appointments, maintain the Unit’s calendar, maintain all files, records and databases. The PCI composes and/or prepares correspondence of a confidential nature for internal and external clients, vendors and stakeholders.Detailed Statement of Duties and ResponsibilitiesProvide support to the Director and appropriate project team members on design projects including furniture research of the Operational Services Division (OSD) contracts, finishes research for assigned projects.Track, monitor and maintain Capital Projects milestone schedules.Organize and catalog Design Library to ensure the materials are all up-to-date.Create new End-User Furnishing survey for future project reference.Create new IFM state owned building activities and milestone schedules.Organize and catalog filing system for all planning projects.Operate and maintain CAMIS data base to ensure accuracy of all collected data.Compose and generate meeting minutes, reports, documents, schedules and summary charts and tables under the direction of the Director.Draft letters, answer to routine correspondence including collaborating with Finance Office setting up encumbrances, furniture procurements with vendors and funding request.Prioritize, organize and expedite the flow of work including scheduling appointments and coordinating necessary arrangements for meetings and conferences.Follow-up and coordination for project tracking with project team members and other business units within DCAMM.Knowledge of the Commonwealth’s purchasing, contracting and payment practices and procedures or the ability to learn.Familiarity and/or background in the field of planning, design, construction, facility management and move coordination.Provide all aspects of administrative support for the Director of Interior Planning, Design and Management Unit (IPDM) within OFMM.Assist Leasing Office on usf calculation using AutoCAD.Assist CAMIS CAD Integration on as needed basis.Assist IPDM project team on ROF Commbuys data entry.Perform other administrative duties as required.Qualifications Required at HireKnowledge of office practices and procedures, including office recording keeping, types and uses of office equipment and supplies, business letters and report preparation.Knowledge of standard office filing systems.Ability to follow oral and written instructions and establish rapport with others.Strong organizational skills.Ability to work independently and on a team.Ability to exercise discretion in handling confidential information.Experience with databases.Strong computer skills.Strong writing skills.Strong scanner skills.Qualifications Acquired on JobKnowledge of the types and uses of agency forms.Knowledge of the laws, rules, regulations, policies and procedures governing DCAMM.Knowledge of proper administrative and fiscal procedures.Knowledge of Microsoft Office, Word, Outlook, PowerPoint, Excel and Access, AutoCAD.QualificationsFirst consideration will be given to those applicants that apply within the first 14 days.MINIMUM ENTRANCE REQUIREMENTS: Applicants must have at least (A) two years of full-time, or equivalent part-time, professional, administrative or managerial experience in business administration, business management or public administration the major duties of which involved program management, program administration, program coordination, program planning and/or program analysis, or (B) any equivalent combination of the required experience and the substitutions below.Substitutions:I. A Bachelor's or higher degree with a major in business administration, business management or public administration may be substituted for the required experience.*II. A Bachelor's or higher degree with a major other than in business administration, business management or public administration may be substituted for a maximum of one year of the required experience.*Education toward such a degree will be prorated on the basis of the proportion of the requirements actually completed.An Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.Official Title: Program Coordinator IPrimary Location: United States-Massachusetts-Boston-1 Ashburton PlaceJob: Administrative ServicesAgency: Division of Capital Asset ManagementSchedule: Full-timeShift: DayJob Posting: Mar 21, 2019, 2:41:00 PMNumber of Openings: 1Salary: 52,015.34 - 74,146.02 YearlyIf you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Elena David - 857-204-1339Bargaining Unit: 06-NAGE - Professional Admin.Confidential: No","$52,015 - $74,146 a year",Full time
