Company_Id,Title,viewCount,channelTitle,commentCount,likeCount,dislikeCount,tags,videoId,channelId,categoryId,publishedAt
C0000168,Macquarie Group Limited (ASX:MQG),32,KOSEC - Kodari Securities,0,0,0,"['macquarie', 'stocks', 'asx', 'markets', 'stockbroking', 'KOSEC', 'Kodari Securities', 'KOSEC Securities', 'Kodari KOSEC', 'Kodari', 'Kodari Lounge', 'Kodari Education', 'Michael Kodari', 'ASX', 'ASX investing', 'Investing', 'Stock market', 'Value Investing', 'Trading', 'Share investing', 'Shares', 'Wealth management', 'Best stocks', 'Top stocks', 'Australian stocks', 'Chifley tower']",GjQuCUG7eoA,UCKpehpHKxOEqxlmIcNpifgQ,25,2019-01-08T23:25:01.000Z
C0000169,Is Private Health Insurance Really Necessary?,7229,Studio 10,15,26,9,"['Reality', 'Australian show', 'new show', 'studio 10', 'funny', 'fresh', 'subscribe', 'channel ten Hamish McLennan; Ita Buttrose; Network Director of Morning Television', 'Adam Boland']",guNaiL3Y7ow,UCLCUbvRrQnApZldY6CTquTA,24,2016-04-13T04:28:23.000Z
C0000170,2018 Mitsubishi ASX Limited Edition Ryoko - Exterior and Interior - Auto Salon Bratislava 2018,2859,Automobile Classics,0,15,0,"['Mitsubishi ASX Ryoko', 'Mitsubishi ASX Ryoko 2018', '2018 Mitsubishi ASX Ryoko', 'Mitsubishi ASX Limited Edition Ryoko', 'Mitsubishi ASX Limited Edition Ryoko 2018', '2018 Mitsubishi Limited Edition Ryoko', 'Mitsubishi ASX', 'Mitsubishi ASX 2018', '2018 Mitsubishi ASX', 'Mitsubishi Autosalon Bratislava 2018', 'Autosalon Bratislava 2018', 'Auto Salon Bratislava 2018', 'Autosalon Bratislava', 'Auto Salon Bratislava']",wxj2P3xfNVY,UCvjAgLhWuHN0Tt5AryLfHrw,2,2018-05-09T06:00:05.000Z
C0000171,The Royal Bank of Scotland – Making banking easier. Watch our new ad here,878,Royal Bank of Scotland,[],12,1,"['Royal Bank', 'royal bank of scotland', 'banking', 'bank']",waZe5mICotY,UCcLvezpiwGL5S0yeH-wS1KQ,26,2019-04-02T13:44:25.000Z
C0000172,StanChart&#39;s Potential $1.5 Billion Fine Fuels Dividend Concerns,611,Bloomberg Markets and Finance,1,8,0,['Bloomberg'],sXgfGkQdMd8,UCIALMKvObZNtJ6AmdCLP7Lg,25,2018-10-02T12:52:45.000Z
C0000173,QUICKENLOANS MORTGAGE LENDER REVIEW,1977,Leonardo Gonzalez,9,39,1,"['real estate', 'finance', 'investing', 'quickenloans', 'quicken loans', 'mortgage', 'lender', 'review', 'interest', 'loan']",dGA-5BTKmRQ,UCFaowt0i_mTHtZS-153yDRA,27,2018-12-29T00:21:27.000Z
C0000174,"The Case for Capital One Financial Compared to Bank of America, Syncrony Financial",65,The Market is Open,1,7,0,"['#COF', 'Capital One Financial', 'BAC', 'Bank Of America', 'Wells Fargo', 'PNC Financial', 'Synchrony Financial']",Bt0KUzU-2_I,UC_MiX28ydqzqEERnt0qzkdg,25,2019-01-23T19:30:00.000Z
C0000175,Bankers Healthcare Group Video Tour,516,Peter Rafalow,0,2,1,"['BHG', 'Notion Pictures', 'Video Tour']",ccQPVjln6rI,UCd1_8N63CtPixQ8G7IhNUyA,22,2014-04-29T14:46:17.000Z
C0000176,Beware of Credit Acceptance,15955,Darryl Barksdale,89,109,51,"['Credit Acceptance', 'Credit Acceptance Corp', 'Scams', 'Loan sharks', 'Dishonest Lenders', 'Subprime Lending', 'credit', 'credit industry', 'Credit acceptance corporation']",hlhoRFbQHQo,UClLrCMRSTp-7N9M6kylQ7Nw,10,2015-09-03T16:48:32.000Z
C0000177,Steps to VA Loan Prequalification from Veterans United Home Loans,31729,Veterans United,3,33,3,"['Veterans United Network', 'VA loan prequalification', 'loan prequalification', 'what is loan prequalification', 'how to get prequalified for a mortgage', 'how to get a VA loan', 'what is prequalification', 'how to start a VA loan', 'how to buy a house', 'VA loan lenders', 'veteran home benefits', 'how VA loans work', 'VA loan foreclosure', 'VA loan bankruptcy', 'VA loans bad credit', 'home loans with low credit', 'Barby Wulff']",7C6-hm73C3w,UC5pSzJiI7-CmgJ9VUXvkr9g,27,2016-09-15T17:32:40.000Z
C0000178,New American Funding vs a Big Bank,88760,New American Funding,2,34,0,"['private mortgage company vs bank', 'new american funding', 'new american funding vs bank', 'new american funding vs big bank', 'private mortgage lenders vs banks', 'should i use a private mortgage lender or a bank', 'pros and cons of a private mortgage lender', 'new american funding private mortgage lender', 'should i use a private mortgage lender', 'is a private mortgage lender or a bank better', 'private mortgage lender or bank', 'new american funding or bank', 'should i get a mortgage through my bank']",gaaHPGuiYv4,UC3OsglK9jXigknWLbSVQzrA,27,2017-03-21T16:53:09.000Z
C0000180,US Bank Online Banking Login | www.usbank.com,18333,Secure Login,0,32,10,,AkSBASHYpE4,UCg1os2LulSx1dBvjvIW3sew,27,2015-07-14T20:12:29.000Z
C0000181,"Joseph MacDougall, Institutional Portfolio Manager, MFS Investment Management",607,desjardinsgroup,0,0,0,['International Equity'],G8JrpUWpfWs,UChoKcVby1ARGHc6v6dOT0uQ,27,2012-10-17T20:03:21.000Z
C0000185,Customer Testimonial: Public Consulting Group,538,Commvault,0,3,0,"['commvault', 'disaster recovery', 'data compliance', 'snapshot management', 'public consulting group']",4r6jVJ7Tqps,UCk9WLLH503hpJUTxqiNhnFw,28,2015-10-21T14:04:48.000Z
C0000186,Tiger Capital Group,32,Tiger Group,0,0,0,,sevz01z5zOA,UC6h7EItjucPhOp4eANQKZLw,22,2018-07-26T14:57:06.000Z
C0000187,Get Artrageous!,105,Montserrat College of Art,1,0,0,,lWHxSGKBJ6A,UC8R8gYQQKVa2p_hn0XVFeqg,22,2014-02-24T23:35:48.000Z
C0000188,The reacHIRE Story,994,reacHIRE,0,2,0,['EmpowerWomen'],gje8cFzuRZA,UC9h64cmkrYNIPhUWR52XJzw,22,2017-07-21T14:08:41.000Z
C0000191,Liberty Mutual Insurance Reviews @ Pissed Consumer Interview,252,Pissed Consumer,8,4,0,"['Liberty Mutual Isurance Reviews', 'Liberty Mutual Isurance Review', 'liberty mutual auto insurance', 'liberty mutual insurance', 'liberty mutual reviews', 'liberty mutual auto claim', 'liberty mutual auto insurance claim', 'pissed consumer reviews', 'pissed consumer interviews', 'liberty mutual customer service', 'liberty mutual complaints', 'liberty mutual coverage', 'liberty mutual car insurance claims', 'liberty mutual auto claims']",RuK7U7l7VC0,UC-10iF5IE81NV20mPR3Y8dg,22,2019-03-05T13:59:13.000Z
C0000192,Forward Financing Company Culture,84,Forward Financing,0,1,0,"['culture', 'Boston', 'FinTech', 'ForwardFinancing', 'people & culture']",#NAME?,UC6KIVFM-t2lAceSPrtMHFfQ,22,2018-10-05T15:05:34.000Z
C0000193,Money for Life™: Basic needs - SUNLIFE FINANCIAL,53962,Martha Mompreneur • Beauty Goals MNL,1,185,13,"['Tutorial', 'Tips', 'Need', 'Life', 'Money (TV Episode)', 'Sun Life Financial (Business Operation)', 'Finance (Industry)']",zaTKcqZphTY,UCzAG9KcgLBxTA99Lw2_RVIw,22,2013-12-13T14:03:30.000Z
C0000194,Duff and Phelps Testimonial,3,NEWCOM,0,1,0,"['NEWCOM', 'Duff and Phelps', 'Customer Testimony']",vikOtwoTgGw,UCQha7shk63UtWnM4haV0duA,22,2019-02-27T15:58:02.000Z
C0000195,FIS CEO Gary Norcross 5.11.17,2059,Roby Brock,0,12,2,,JaTFBheRJCw,UCtfds6byH4TzyS6QwyF0zHA,25,2017-05-11T14:26:41.000Z
C0000196,Symetra Financial,193,DIRECT IMPACT MEDIA,0,0,0,"['Behind the scenes', 'Video Interviews', 'Training Video', ""President's message"", 'Product Promotion', 'Video Tours', 'Video Testimonials', 'Corporate Video', 'Recruiting', 'TV Commercials', 'Video training', 'Webmercials', 'Walk-on Video', 'Tradeshow Video', 'Video Ads', 'Event Coverage', 'Website Video', 'YouTube™ Videos', 'Corporate Films', 'Fundraising video']",n9CA4c2B-eI,UC_N-iJ_2xZMRZNaKveqWr8Q,1,2012-10-27T22:25:51.000Z
C0000197,Your Life Insurance Sucks!,50093,The Dave Ramsey Show,133,624,35,"['Dave Ramsey explains why Whole Life Insurance Sucks!', 'whole life insurance dave ramsey', 'whole life insurance', 'whole life insurance as an investment', 'whole life insurance pros and cons', 'whole life insurance vs term life insurance', 'whole life insurance explained', 'whole life insurance bad', 'whole life insurance rates', 'whole life insurance policy', 'whole life insurance vs term', 'whole life insurance cash value']",IiB3jbFhd-0,UC7eBNeDW1GQf2NJQ6G6gAxw,22,2017-10-24T14:00:02.000Z
C0000198,Manulife Stories - Zeny Latiza,1757,Smart Financial Planning,0,10,0,,Ale88d_OCdw,UCtszufLu7gCcZTfJnjluTlg,22,2017-01-03T17:54:44.000Z
C0000199,Marques Houston - Circle,22129402,MarquesHoustonVEVO,5057,132926,4196,"['Marques', 'Houston', 'The', 'Ultimate', 'Group/Universal']",0sS4zJNp_10,UCWsziOkax59CA7KBSi4SLsQ,10,2009-10-08T12:01:22.000Z
C0000201,How I made $2000 on Robinhood - RIETs and Cannabis Stocks,65623,Bruce Wannng,322,899,236,"['robinhood default apps', 'How I made $2000 on Robinhood', 'RIETs and Cannabis Stocks', 'robinhood stocks', 'robinhood investing', 'robinhood stock trading', 'how robinhood makes money', 'robinhood app', 'how to invest in the stock market', 'stock market investing', 'financial education', 'robinhood savings account', 'robinhood interest', 'cannabis stocks', 'riets', 'bitcoin', 'robinhood investing for beginners', 'stock market for beginners', 'monthly income', 'how to invest', 'robinhood portfolio']",kxmujZJzn18,UCl0It9cuBpyq7MSvAPQnGWw,24,2019-01-16T03:10:30.000Z
C0000203,International Student Loan: Prodigy finance student loan &amp; MPower finance (Part 1) | Ep #10 (2019),1685,WeMakeScholars,21,31,1,"['Education loan from abroad', 'Foreign education loan', 'Overseas education loan', 'Private banks education loans', 'International lenders', 'International money- lenders', 'Foreign nbfcs', 'Foreign banks', 'Unsecured foreign education loan', 'Foreign education loan without collateral', 'Prodigy Finance loan', 'Prodigy finance student loan', 'MPower finance student loan', 'International education loan', 'International student loan']",YEcdfZ0bh1M,UCiWfw9XSLawu-Ytlh4A_3Hg,27,2019-03-27T05:42:25.000Z
C0000205,SS&amp;C Tech Acquires BenefitsXML; Shares Up Fractionally,63,FinancialNewsOnline,0,0,0,"['SS&C', 'Technology', 'Holdings', 'BenefitsXML', 'Connecticut', 'enterprise', 'software', 'merger', 'acquisition', 'financial', 'news']",#NAME?,UCb0Vk_BudV3WH9MSGM-joDQ,25,2011-03-11T17:07:16.000Z
C0000206,Tempe Campus Expansion — Building #2,811,Freedom Financial Network,0,10,1,"['Freedom Financial Network', 'Tempe', 'Arizona', 'Career', 'Jobs']",WpfvxILDAuM,UCOGo_D5cnpnbX0CBxhv1FKg,22,2019-01-15T16:44:10.000Z
C0000207,Coinbase Exchange Tutorial - How To Buy Bitcoin On Coinbase,364397,Immersive Tech TV,1236,3398,173,"['coinbase exchange', 'coinbase', 'coinbase tutorial', 'coinbase review', 'coinbase app', 'coinbase app review', 'coinbase app tutorial', 'coinbase exchange review', 'coinbase exchange tutorial', 'coinbase bitcoin exchange', 'how to use coinbase', 'how to use coinbase app', 'how to use coinbase wallet', 'how to buy bitcoin with coinbase', 'how to buy bitcoin on coinbase', 'buy bitcoin on coinbase', 'buy on coinbase', 'coinbase wallet', 'coinbase bitcoin wallet', 'buying bitcoin on coinbase', 'bitcoin', 'coinbase bitcoin']",dZv6FLX4NRE,UCRMFeUuaHIDVnRInCYc08Kg,1,2017-07-20T01:20:07.000Z
C0000208,CHIME App Review | FREE Online Bank Account | No Overdraft Fees | Early Direct Deposit,14864,FrugalChicLife,181,507,19,"['chime banking', 'chime banking account', 'chime bank review', 'chime banking app', 'free online banking', 'save money', 'savings account', 'FrugalChicLife', 'frugalchiclife', '#frugalchiclife', 'chime app reviews', 'save money fast', 'save money hacks', 'Best online banks', 'Automatic Savings', 'Automatic Savings App', 'Banking App', 'Budgeting App', 'Save More Money', 'Debt Free Living', 'Frugal Living', 'Frugal Chic Life', 'frugal chic life budget excel', 'frugal chic life budget']",VANvCnliPEo,UCyMxCUyA4H60_Rmm1xHXing,22,2018-10-10T12:00:07.000Z
C0000209,Mercer Advisors Brings Added Value to Your Wealth Management,166,SIMZVideo,0,0,0,"['Finance (Industry)', 'Wealth Management', 'finance videos', 'mercer advisors', 'testimonial video', 'corporate video']",sVugZDTovqs,UCV0YoKMl6wkbtYI1PbJXPSA,1,2014-09-10T20:24:35.000Z
C0000210,MPE 2018 - Keynote - Jason Gardner - Marqeta,755,MPE.tv,0,3,0,,YPYefYEDgtM,UCBuIl-Fi0j_APvaoJiKPKoA,27,2018-05-07T12:25:30.000Z
C0000211,SFFD HOSTs Operation  Genesis and the Marine Corps Devil Pups,198,San Francisco Fire Department PIO,1,5,0,['FIREFIGHTERS VOLUNTEER VETERAN POLICE OFFICER SFFD'],LotfhZArxPs,UCtR2BnkejcU2XeWxnNIV-oA,23,2018-07-19T23:08:05.000Z
C0000212,BlackRock - The company that owns the world?,26882,Investigate Europe,40,371,12,['BlackRock'],A4foal20UTA,UCTcr7MRatEPF8uwwVKoGGIg,25,2018-05-10T10:54:36.000Z
C0000213,"Interview: Ohad Samet, CEO - TrueAccord",1057,Around The Coin,1,7,1,,#NAME?,UCZkGbe69WbGtcoatnRo5EjQ,22,2014-10-02T19:56:05.000Z
C0000214,Commercial Real Estate Financing Forecast from Plum Lending,268,The Commercial Real Estate Show - Sponsored by Bull Realty,0,2,0,"['commercial', 'estate', 'real', 'commercial real estate', 'financing', 'plum', 'commercial property (industry)', 'commercial real estate loans', 'real estate', 'michael bull', 'creshow', 'commercial real estate for dummies', 'commercial real estate investing', 'commercial real estate training', 'commercial real estate agent', 'commercial real estate broker', 'commercial real estate brokerage', 'commercial real estate brokers academy', 'commercial real estate broker training']",uF26-RVC-Xo,UCcChkLZLu80reTWxjSh7BUA,27,2017-03-23T13:07:55.000Z
C0000216,Personal Capital Tutorial,18415,The Worth Project,24,217,7,"['personal capital tutorial', 'how to use personal capital', 'personal capital retirement planner', 'How to use the Personal Capital college savings calculator', 'personal capital app review', 'personal capital tutorial 2018', 'personal capital app', 'how to use personal capital to budget', 'how to use personal capital retirement planner', 'how to use personal capital education planner', 'how to use personal capital dashboard', 'how to set up personal capital', 'personal capital review 2018']",kLV3N_58xhg,UCBGZ-FRw8UJqkj_eMV9TGDA,27,2018-03-21T05:38:09.000Z
C0000217,My Lending Club Investment Review (what I did wrong 😭),115179,Wealth Hacker - Jeff Rose,334,1858,124,"['lending club', 'peer to peer lending', 'lending club review', 'lending club investment', 'how to invest', 'peer to peer', 'how to invest your money', 'where to invest money', 'peer-to-peer lending', 'lending club how it works', 'how lending club works', 'lending club investing', 'investing', 'investment ideas', 'lending club vs prosper', 'lending club strategy', 'lending club scams', 'p2p lending']",zpAi9euMCJE,UCkNgKCu9062P0CPyVoBI5sQ,22,2018-03-23T14:43:20.000Z
C0000218,Xignite,296,CB Insights,0,1,0,,pBAKuJsGvBE,UC96nq-gVV0vy96gfYXfEhmA,28,2017-07-11T16:23:24.000Z
C0000219,Plaid - Maru (Official Audio),7773,Plaid,48,355,1,"['Plaid (Musical Group)', 'plaid', 'Warp (Record Label)', 'warp', 'warp records', 'indie', 'independent record label', 'independent', 'independent label', 'independent music', 'audio', 'music', 'official music', 'andy turner', 'ed handley', 'Polymer', 'Maru', 'Recall', 'IDM', 'Intelligent Dance Music', 'Electronic Music']",mBpVycuV7xM,UCS-j8enQVMxOZLvI9PdBUbg,10,2019-04-18T14:18:13.000Z
C0000220,We are YouLand,3,Youland Inc.,0,0,0,"['youland', 'real estate', 'loans', 'marketing', 'drones', 'silicon valley', 'san francisco']",ljpFlugHTAY,UCO1-LnV6M3IF5HscGCaL_zQ,22,2018-06-28T23:38:04.000Z
C0000221,AB Corporate Recruiting 2017,1515,AB Corporate,0,5,1,"['alliancebernstein', 'recruiting', 'AB', 'Bernstein', 'Campus', 'students', 'graduates', 'associate', 'intern', 'internship', 'jobs']",xBtKhWgt2WU,UCjzcOPQDzrXhxM6OBiJ44ZQ,27,2018-01-17T18:41:24.000Z
C0000222,Wedbush Securities&#39;s Michael Pachter: Netflix Will Need Decades To Get Content Spend Right | CNBC,1141,CNBC,1,4,1,"['Power Lunch', 'CNBC', 'business news', 'finance', 'stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'Wedbush Securities', 'Securities', 'Michael Pachter', 'Pachter', 'Netflix Will Need', 'Need Decades', 'Decades To Get Content', 'Content Spend', 'Spend Right', 'Andy Hargreaves', 'KeyBanc', 'Capital Markets', 'investors need', 'Netflix reports', 'quarterly earnings', 'what investors need to watch']",uPbrN-De3Ek,UCvJJ_dzjViJCoLf5uKUTwoA,25,2017-07-17T23:51:49.000Z
C0000223,INCREDIBLES 2 All Movie Clips + Trailer (2018),24162740,Entertainment Access,3365,58400,10975,"['Incredibles 2', 'Trailer', '2018', 'All Movie Clips', 'All Trailers', 'Compilation', 'The Incredibles', 'Holly Hunter', 'Sarah Vowell', 'Raymond Ochoa', 'Official', 'Movie', 'Film', 'HD', 'Full Movie', 'Entertainment Access', 'Incredibles 2 Trailer', 'Incredibles 2 Movie']",8O3UOUrB0U4,UCA0MDADBWmCFro3SXR5mlSg,24,2018-06-12T17:01:59.000Z
C0000226,Redwood Credit Union: For Our Community,177,RedwoodCU,0,5,0,"['Redwood Credit Union', 'Redwood CU', 'RCU', 'Credit Unions', 'nonprofits', 'community', 'communities', 'North Bay', 'San Francisco', 'Marin', 'Napa', 'Sonoma', 'Santa Rosa']",ZpBK0byBx7s,UCYwXVB8x62xTV2QgWogoT-Q,22,2018-04-17T21:20:05.000Z
C0000227,Compass,8942,Compass,1,20,0,"['ecommerce', 'analytics', 'shopify', 'bigcommerce', 'magento', 'google analytics', 'amazon', 'paypal', 'conversion rate', 'bounce rate', 'benchmarks', 'metrics', 'kpi', 'online shopping', 'ecommerce app']",aLH3nsuancs,UCg57uzEsaVm661d9qcB_pew,28,2017-12-19T14:17:59.000Z
C0000228,Anchorage Vacation Travel Guide | Expedia,97660,Expedia,121,1451,45,"['cvg', 'anchorage', 'alaska', 'seward', 'glacier', 'adventure', 'Anchorage Museum at Rasmuson Center', 'Chugach State Park', 'Tony Knowles Coastal Trail', 'Alyeska Ski Resort', 'Flattop Trail', 'Crow Creek Mine', 'Alaska Native Heritage Center', 'Point Woronzof Park']",#NAME?,UCGaOvAFinZ7BCN_FDmw74fQ,19,2018-10-31T01:41:40.000Z
C0000229,SoFi Review | The TRUTH About SoFi,8297,Jeff Leighton,21,89,2,"['sofi', 'sofi reviews', 'sofi personal loan', 'sofi loans', 'refinance student loans', 'student loan consolidation', 'private student loans', 'p2p lending', 'trisofi', 'sofi mortgage', 'sofi loan review', 'sofi mortgage rates', 'lending club', 'lending club vs prosper', 'so fi', 'lightstream loan']",4k4fbAUBSKw,UCpbxLwLMyyYCljELcL5BhBA,27,2018-09-06T12:46:52.000Z
C0000230,TUTORIAL: How to Transfer Money Overseas using OFX,4082,The Currency Shop,6,52,4,"['OFX', 'OFX Tutorial', 'How to Use OFX', 'International Money Transfers', 'Sending Money Overseas', 'Australia', 'United States', 'Banking', 'Forex', 'Wire Transfer', 'Telegraphic Transfers']",P-ImNe-JyHM,UCGnBRumQwHu7l-lW32kLlZQ,27,2018-03-28T21:00:01.000Z
C0000231,Parallel Advisors - Financial Planning,966,ParallelAdvisors,0,6,0,"['wealth management', 'Registered Investment Advisor (Organization Type)', 'Financial Plan (Literature Subject)', 'Financial Planner (Profession)', 'Investment (Industry)', 'Investment Management (Industry)', 'Investment Company (Organization Type)', 'Financial Services (Industry)', 'Finance (Industry)']",49k0_zLaUL4,UCrBrOSlU5GNq_SpDUhMXodA,27,2014-08-09T00:08:09.000Z
C0000232,FinovateSpring 2018 / Roostify,366,Finovate TV,0,0,0,"['Finovate', 'Fintech', 'Financial Technology', 'Home lending', 'Mortgage', 'Home loans']",8ZMXHX7AXUA,UCIi4K3Gk3hULdetAoPDd-WQ,28,2018-06-04T15:06:39.000Z
C0000233,"OUM &amp; Co. LLP: Meet Doug Pallotta, Partner",355,Accountingfly,0,0,0,,UEQJQhA8txM,UCWurpJwOoYAVvEsDCJneQMQ,27,2016-08-16T16:49:39.000Z
C0000234,The Secrets Of Umpqua Bank&#39;s Success - Ray Davis,1740,TheFinancialBrand,0,8,1,,uv6fWFTHDL4,UCxxtTl3CMNxQE2qT5QPBnIg,27,2017-06-12T14:53:26.000Z
C0000235,EarnUp: #Innovating to Improve Americans&#39; #FinHealth,929,Center for Financial Services Innovation (CFSI),0,3,0,"['finance', 'saving', 'finhealth', 'fintech', 'financial technology']",MNDslW5uvuE,UClBG1PaS7GKmq7ZnRjFLs3w,29,2016-08-01T17:21:36.000Z
C0000237,Armanino Firm Overview,2075,Armanino LLP,0,2,0,,zViqZ8T1Ue0,UCfFIpsY4Ewjuw080m8ZJnIA,27,2018-03-20T15:37:16.000Z
C0000238,"They Found a Frozen Girl, But What Happened Next Shocked Everyone",716408,BRIGHT SIDE,1503,13702,434,"['survival stories', 'extreme situations', 'dangerous situations', 'videos about safety', 'how to save a life', 'survive in the wildness', 'true stories', 'critical situations', 'touching stories', 'moving stories', 'Touching the Void', 'Joe Simpson', 'Roy Sullivan', 'lightning strike', 'Jean Hilliard', 'frozen girl']",zw8op7qNByQ,UC4rlAVgAK0SGk-yTfe48Qpw,22,2019-04-19T03:00:08.000Z
C0000239,The Basics of Small Business Loans with SmartBiz Loans and Bplans.com,4727,Bplans,1,29,2,"['Small Business (Industry)', 'small business loans', 'Loans', 'Startup Company (Website Category)', 'financing', 'Cash Flow (Composition)', 'alternative lenders', 'Credit Score (Literature Subject)', 'Finance (Industry)']",3u4Q_O0vDfA,UCD9C6LibCd-2xNGYvRxMknw,27,2014-06-24T21:52:56.000Z
C0000241,Bolt 2008 Movie   Opening Scenes   Bolt &amp; Penny Best Moments HD,233495,Rachel Travis,89,1287,125,"['despicable me 3', 'despicable me 3 funny moments', 'despicable me 3 minions', 'despicable me 3 2017', 'despicable me 3 best scene', 'Best Funny Moments', 'minions', 'gru', 'dru', 'agnes', '2017', 'HD']",9Vj8RAh17zs,UCi2_GHp7gFApHnyxxTbZSlQ,22,2017-10-18T01:54:38.000Z
C0000242,Towers Watson - Why I Work at Towers Watson!,7559,DanNielsen72,0,26,1,"['Working at Towers Watson', 'Interviewing', 'Interview', 'careers']",zNsAkx4_hdY,UC2Tux4Bnp5-YUhMeiZBE2yA,27,2012-04-25T12:29:06.000Z
C0000243,Credit Sesame Review &amp; Credit Tips!,6922,ChevyLuvsMakeup,322,176,27,"['Credit score', 'credit report', 'free credit score', 'finance', 'money', 'credit cards', 'credit', 'loans', 'debt', 'Credit Sesame', 'personal finance', 'financial advice', 'adulting', 'credit repair', 'bad credit', 'fix credit', 'build credit', 'sesame credit', 'review', 'credit scores', 'empowerment', 'improve credit', 'clean up credit', 'fix', 'low score', 'high score', 'adult 101', 'financial dreams', 'financial control', 'financial wellbeing', 'free', 'rich', 'motivation (quotation subject)', 'empower', 'independence', 'credit card debt']",4fjmqCyCDM4,UCsu6dlNar2xo_8h_7tG6eyA,26,2016-12-09T19:28:46.000Z
C0000244,What is PayPal and How Does it Work?,235566,Angell EYE,244,2169,172,"['paypal', 'payments', 'buyers', 'sellers', 'paypal here', 'what is paypal', 'how does paypal work', 'paypal what is it', 'paypal what it is', 'paypal explained', 'explain paypal', 'paypal for buyers', 'paypal for sellers', 'paypal payments', 'paying with paypal', 'selling with paypal']",7aFqCqqaBZQ,UCfmYsEpGyq9enXyKoj1iL0Q,28,2018-01-20T20:13:40.000Z
C0000245,[My expat x Jade Fiducial] Fiscalité et comptabilité immobilière depuis les Etats-Unis - Webinar #9,192,My expat,0,2,0,"['investir en France', 'investir en france depuis les états-unis', 'investir depuis les états-unis', 'immobilier france', 'fiscalité française', 'fiscalité depuis les états-unis', 'double imposition', 'irs', 'comptabilité immobilière', 'investissement locatif', ""investir dans l'immobilier"", 'fatca', 'investir', 'investir usa', ""investir en france depuis l'étranger"", 'comment investir en bourse', 'investir en bourse au etats unis', 'investissement', 'expatrié', 'non-résident', 'fiscalité france usa']",IjuArfBq0V0,UCsF6SQH83EM7wI4Z8MCiCsQ,26,2018-09-20T15:17:10.000Z
C0000246,Introduction to Aspiriant featuring Tom Aspire,310,Aspiriant Wealth Management,0,0,0,"['Aspiriant', 'wealth management', 'Independent financial advisor', 'RIA', 'CFP', 'Financial Adviser (Profession)']",ckK3Yt2h1zs,UCgd5b3bchlTVwFm1B_b52EA,1,2012-05-25T18:18:27.000Z
C0000247,Cetera Financial Group and  Financial Services Institute (FSI),481,TheBalancingAct,0,5,0,"['Independent financial advice', 'independent financial advisors', 'financial literacy', 'financial planning', 'financial advisor', 'Cetera', 'Financial Services Institute', 'retirement', 'saving', 'investing', 'The balancing act', 'the balancing act lifetime', 'the balancing act success', 'the balancing act product placement', 'the balancing act Julie Moran', 'the balancing act reality tv', 'the balancing act South Florida', 'branded entertainment', 'Branded Entertainment O2 Media Inc']",O2phltMCxPg,UCrVWNQQ-qfZld6XCG3PGAew,24,2014-08-28T15:22:13.000Z
C0000248,"Das passiert in uns, wenn wir etwas Scharfes essen | Galileo | ProSieben",804410,Galileo,645,6694,275,"['scharfe saucen', 'Galileo', 'Galileo 2015', 'Pro7', 'Aiman Abdallah', 'Aiman Abdala', 'Stefan Gödde', 'Prosieben', 'Pro Sieben', 'Wissensmagazin', 'galileo fake check', 'galileo mystery', 'galileo sexualität', 'Galileo big pictures', 'welt der wunder', 'Wissenssendung']",_oRNijRirfY,UC1XrG1M_hw8103zO2x-oivg,24,2015-07-21T16:30:00.000Z
C0000249,Loan Mart Fraud ! Your worst nightmare,471,lola jesica,1,5,2,"['Loanmart', 'fraud']",AH3w-LCvTfs,UCwQUHnxzx-9-LwsaHJ_4qLA,22,2015-03-23T22:47:40.000Z
C0000250,First Quadrant (1/2),1885,network888marketing,10,5,6,['network marketing'],bhqEf3L4kNs,UCkmAwfnEncaJsTywMuNEMTQ,22,2013-12-22T15:18:29.000Z
C0000251,Why The Financial Engines/Edelman Financial Deal Could End The 401(k) Rollover Bonanza,3841,Michael Kitces,6,34,1,"['Kitces', 'Office hours', 'Kitces office hours', 'Financial Engines / Edelman merger', 'Financial Engines Edelman financial deal', 'Edelman financial deal', 'future for Edelman']",3-edYo8LG7E,UCXc_P8cKMbUvHFyDwAtz--Q,22,2018-05-03T16:02:34.000Z
C0000253,Genovese Burford &amp; Brothers: Trusted,913,Genovese Burford & Brothers,0,0,0,,yOJ-PNLeAik,UC8vGSLf2INAj4hvbEZWsT0Q,22,2016-08-17T21:19:59.000Z
C0000254,Wondering What It&#39;s Like To Work At Lockton?,992,LocktonCompanies,0,2,0,"['Lockton', 'Lockton Companies', 'Lockton culture', 'Insurance']",ypDKCx9sA0A,UCZku3s4j5FJSBULMKu1J6hg,22,2016-08-04T13:02:48.000Z
C0000255,Standard Insurance&#39;s Corporate Audiovisual Presentation,3163,STANDARD INSURANCE,3,9,2,,Kwqm2M1ubq0,UCR6LrJk1syooFhxUwOL5tsQ,22,2015-01-13T05:08:31.000Z
C0000257,Lincoln Financial Advisors Promotional Film,155,CorporateFilming / EventFilming,0,2,0,,DLHh-d3xoAk,UCn2pRnyRK-eoPcv5FSC918Q,22,2018-06-29T20:21:42.000Z
