Company_Id,videoId,viewCount,commentCount,likeCount,dislikeCount,channelId,tags,publishedAt
C0000153,vJkeRPduifw,1256,[],4,0,UCqM8eryZbVt6nCjREYLIRUw,"['PwC', 'economic growth', 'talent', 'trust', 'digital age', 'globalisation', 'Davos', 'CEO survey', 'digitisation', 'technology', 'Schroders', 'Peter Harrison']",2017-01-16T19:06:22.000Z
C0000154,CBrZVXtooWc,360,0,0,0,UCsba91UGiQLFOb5DN3Z_AdQ,"['Talking stocks', 'talkingstocks', 'stocks', 'TALKINGSTOCKS', 'CNBC Africa', 'Southern Africa', 'IG', 'Anchor Capital', 'financial services', 'investment management', 'Bryan Rudd', 'Sean Ashton', 'Admiral Group PLC', 'motor insurance', 'Wales', 'London Stock Exchange']",2015-09-09T09:09:36.000Z
C0000155,ei3dq7pqgYU,237,1,1,0,UCVY9wVMNOXlJ0IDobGo2aqQ,,2018-05-31T09:30:55.000Z
C0000156,URTi98rJaLY,3200098,988,58640,903,UC5nc_ZtjKW1htCVZVRxlQAQ,"['MrSuicideSheep', 'AViVA Blackout', 'AViVA', 'AViVA GRRRLS', 'Dark Pop', 'Emo Pop', 'Blackout', 'Pop', 'Twenty One Pilots', '8 Graves', 'grandson', 'Electronic']",2019-01-24T17:30:46.000Z
C0000157,jL913yflhb0,10207,5,101,12,UCk-NV4JY_yTlCiwWukz4CVg,"['Top 5 Insurance Company 2017', 'Insurance Company', 'insurance', 'car insurance', 'insurance (industry)', 'insurance companies', 'insurance policies', 'life insurance', 'best insurance companies', 'berkshire hathaway', 'top 5', 'vehicle insurance', 'health (industry)', 'auto insurance', 'geico', 'top10', 'top', 'overpaying for insurance', 'financial analysis', 'top five list', 'top five', 'top 5 general insurance', 'financial', 'best companies', 'top companies', 'axa insurance', 'china insurance', 'top insurance companies', 'best']",2017-11-26T12:19:19.000Z
C0000158,WmZjB6Sx-Vw,3018,2,12,1,UCQfBtMOs07bff6CYvSpbECw,"['Sanierung', 'Gebäude', 'Wohnen', 'Energie', 'Effizienz', 'KfW', 'Förderung', 'Energetisch', 'Heizung', 'Dach', 'Fenster', 'Dämmung']",2018-01-03T13:14:31.000Z
C0000159,fm9ubVU7kHE,148007,213,967,109,UCqmQ1b96-PNH4coqgHTuTlA,"['Deutsche Bank', 'Firmenzentrale']",2017-08-15T07:52:56.000Z
C0000160,hi29TOm45Ec,115545,86,484,42,UCwddb8hl_xysTSGW7iiuyEA,"['game', 'gaming', 'fallout', 'fallout4', 'fallout 4', 'quest', 'railroad', 'tinker', 'tom', 'weathervane', 'Commonwealth', 'Bank', 'Weathervane: Commonwealth Bank']",2015-11-16T03:52:49.000Z
C0000161,MJan8thlcv0,1766,3,15,1,UCd6MoB9NC6uYN2grvUNT-Zg,"['AWS', 'Amazon Web Services', 'Cloud', 'cloud computing', 'AWS Cloud', 'reinvent 2018', 're:Invent 2018', 'Yuri Misnik', 'National Australia Bank', 'NAB', 'AWS Well-Architected Framework']",2018-12-04T15:07:49.000Z
C0000162,-c7t1v8EtNo,1027696,121,695,23,UCfELJXYUv2bE1f-ohJj-1jQ,,2019-01-14T14:31:34.000Z
C0000164,T23iBe491Ys,463,2,14,1,UCbJ_wWd0dCQCfuKbgPW-Y0Q,"['Bajaj Finserv Ltd', 'Bajaj Finance Limited', 'bajaj finserv news', 'bajaj finserv latest news', 'bajaj finserv stock', 'Bajaj Finance stock news', 'Bajaj Finance latest news', 'Bajaj Finance', 'share', 'stock', 'latest share market news', 'share market', 'stock market', 'intraday']",2019-02-05T09:47:55.000Z
C0000165,sE8_CReHDBg,125,3,9,1,UCQHJkK8oqjcszmgdnNnL3Kg,"['yesbank stock analysis', 'yesbank news', 'yesbank share analysis', 'yesbank', 'yesbank technical analysis', 'ibulhsgfin', 'ibulhsgfin stock analysis', 'ibulhsgfin share analysis', 'bpcl stock analysis', 'bpcl', 'bpcl share analysis', 'suntv stock analysis', 'suntv stock', 'suntv', 'rajeshexpo stock analysis', 'rajeshexpo stock', 'rajeshexpo', 'jibanjyoti panigrahi', 'jibanjyoti', 'latest stock analysis', 'latest stock news']",2019-04-22T17:44:27.000Z
C0000166,x3XTs9guMVQ,6030,4,103,9,UCUfz5FIJA2Wd3FSE6SjYqwA,"['muthoot', 'muthoot group', 'gold loan company', 'financial company']",2018-10-03T07:32:31.000Z
C0000167,MD_h51IIDU8,1480,0,2,0,UC46YJ9p0d6MSUXRZFRZrwGQ,"['ANZ', 'Banking', 'Group', 'Limited', 'Event', '2/9/2012']",2012-02-10T08:00:44.000Z
C0000168,GjQuCUG7eoA,32,0,0,0,UCKpehpHKxOEqxlmIcNpifgQ,"['macquarie', 'stocks', 'asx', 'markets', 'stockbroking', 'KOSEC', 'Kodari Securities', 'KOSEC Securities', 'Kodari KOSEC', 'Kodari', 'Kodari Lounge', 'Kodari Education', 'Michael Kodari', 'ASX', 'ASX investing', 'Investing', 'Stock market', 'Value Investing', 'Trading', 'Share investing', 'Shares', 'Wealth management', 'Best stocks', 'Top stocks', 'Australian stocks', 'Chifley tower']",2019-01-08T23:25:01.000Z
C0000169,guNaiL3Y7ow,7229,15,26,9,UCLCUbvRrQnApZldY6CTquTA,"['Reality', 'Australian show', 'new show', 'studio 10', 'funny', 'fresh', 'subscribe', 'channel ten Hamish McLennan; Ita Buttrose; Network Director of Morning Television', 'Adam Boland']",2016-04-13T04:28:23.000Z
C0000170,wxj2P3xfNVY,2859,0,15,0,UCvjAgLhWuHN0Tt5AryLfHrw,"['Mitsubishi ASX Ryoko', 'Mitsubishi ASX Ryoko 2018', '2018 Mitsubishi ASX Ryoko', 'Mitsubishi ASX Limited Edition Ryoko', 'Mitsubishi ASX Limited Edition Ryoko 2018', '2018 Mitsubishi Limited Edition Ryoko', 'Mitsubishi ASX', 'Mitsubishi ASX 2018', '2018 Mitsubishi ASX', 'Mitsubishi Autosalon Bratislava 2018', 'Autosalon Bratislava 2018', 'Auto Salon Bratislava 2018', 'Autosalon Bratislava', 'Auto Salon Bratislava']",2018-05-09T06:00:05.000Z
C0000171,waZe5mICotY,878,[],12,1,UCcLvezpiwGL5S0yeH-wS1KQ,"['Royal Bank', 'royal bank of scotland', 'banking', 'bank']",2019-04-02T13:44:25.000Z
C0000172,sXgfGkQdMd8,611,1,8,0,UCIALMKvObZNtJ6AmdCLP7Lg,['Bloomberg'],2018-10-02T12:52:45.000Z
C0000173,dGA-5BTKmRQ,1977,9,39,1,UCFaowt0i_mTHtZS-153yDRA,"['real estate', 'finance', 'investing', 'quickenloans', 'quicken loans', 'mortgage', 'lender', 'review', 'interest', 'loan']",2018-12-29T00:21:27.000Z
C0000174,Bt0KUzU-2_I,65,1,7,0,UC_MiX28ydqzqEERnt0qzkdg,"['#COF', 'Capital One Financial', 'BAC', 'Bank Of America', 'Wells Fargo', 'PNC Financial', 'Synchrony Financial']",2019-01-23T19:30:00.000Z
C0000175,ccQPVjln6rI,516,0,2,1,UCd1_8N63CtPixQ8G7IhNUyA,"['BHG', 'Notion Pictures', 'Video Tour']",2014-04-29T14:46:17.000Z
C0000176,hlhoRFbQHQo,15955,89,109,51,UClLrCMRSTp-7N9M6kylQ7Nw,"['Credit Acceptance', 'Credit Acceptance Corp', 'Scams', 'Loan sharks', 'Dishonest Lenders', 'Subprime Lending', 'credit', 'credit industry', 'Credit acceptance corporation']",2015-09-03T16:48:32.000Z
C0000177,7C6-hm73C3w,31729,3,33,3,UC5pSzJiI7-CmgJ9VUXvkr9g,"['Veterans United Network', 'VA loan prequalification', 'loan prequalification', 'what is loan prequalification', 'how to get prequalified for a mortgage', 'how to get a VA loan', 'what is prequalification', 'how to start a VA loan', 'how to buy a house', 'VA loan lenders', 'veteran home benefits', 'how VA loans work', 'VA loan foreclosure', 'VA loan bankruptcy', 'VA loans bad credit', 'home loans with low credit', 'Barby Wulff']",2016-09-15T17:32:40.000Z
C0000178,gaaHPGuiYv4,88760,2,34,0,UC3OsglK9jXigknWLbSVQzrA,"['private mortgage company vs bank', 'new american funding', 'new american funding vs bank', 'new american funding vs big bank', 'private mortgage lenders vs banks', 'should i use a private mortgage lender or a bank', 'pros and cons of a private mortgage lender', 'new american funding private mortgage lender', 'should i use a private mortgage lender', 'is a private mortgage lender or a bank better', 'private mortgage lender or bank', 'new american funding or bank', 'should i get a mortgage through my bank']",2017-03-21T16:53:09.000Z
C0000180,AkSBASHYpE4,18333,0,32,10,UCg1os2LulSx1dBvjvIW3sew,,2015-07-14T20:12:29.000Z
C0000181,G8JrpUWpfWs,607,0,0,0,UChoKcVby1ARGHc6v6dOT0uQ,['International Equity'],2012-10-17T20:03:21.000Z
C0000185,4r6jVJ7Tqps,538,0,3,0,UCk9WLLH503hpJUTxqiNhnFw,"['commvault', 'disaster recovery', 'data compliance', 'snapshot management', 'public consulting group']",2015-10-21T14:04:48.000Z
C0000186,sevz01z5zOA,32,0,0,0,UC6h7EItjucPhOp4eANQKZLw,,2018-07-26T14:57:06.000Z
C0000187,lWHxSGKBJ6A,105,1,0,0,UC8R8gYQQKVa2p_hn0XVFeqg,,2014-02-24T23:35:48.000Z
C0000188,gje8cFzuRZA,994,0,2,0,UC9h64cmkrYNIPhUWR52XJzw,['EmpowerWomen'],2017-07-21T14:08:41.000Z
C0000191,RuK7U7l7VC0,252,8,4,0,UC-10iF5IE81NV20mPR3Y8dg,"['Liberty Mutual Isurance Reviews', 'Liberty Mutual Isurance Review', 'liberty mutual auto insurance', 'liberty mutual insurance', 'liberty mutual reviews', 'liberty mutual auto claim', 'liberty mutual auto insurance claim', 'pissed consumer reviews', 'pissed consumer interviews', 'liberty mutual customer service', 'liberty mutual complaints', 'liberty mutual coverage', 'liberty mutual car insurance claims', 'liberty mutual auto claims']",2019-03-05T13:59:13.000Z
C0000192,#NAME?,84,0,1,0,UC6KIVFM-t2lAceSPrtMHFfQ,"['culture', 'Boston', 'FinTech', 'ForwardFinancing', 'people & culture']",2018-10-05T15:05:34.000Z
C0000193,zaTKcqZphTY,53962,1,185,13,UCzAG9KcgLBxTA99Lw2_RVIw,"['Tutorial', 'Tips', 'Need', 'Life', 'Money (TV Episode)', 'Sun Life Financial (Business Operation)', 'Finance (Industry)']",2013-12-13T14:03:30.000Z
C0000194,vikOtwoTgGw,3,0,1,0,UCQha7shk63UtWnM4haV0duA,"['NEWCOM', 'Duff and Phelps', 'Customer Testimony']",2019-02-27T15:58:02.000Z
C0000195,JaTFBheRJCw,2059,0,12,2,UCtfds6byH4TzyS6QwyF0zHA,,2017-05-11T14:26:41.000Z
C0000196,n9CA4c2B-eI,193,0,0,0,UC_N-iJ_2xZMRZNaKveqWr8Q,"['Behind the scenes', 'Video Interviews', 'Training Video', ""President's message"", 'Product Promotion', 'Video Tours', 'Video Testimonials', 'Corporate Video', 'Recruiting', 'TV Commercials', 'Video training', 'Webmercials', 'Walk-on Video', 'Tradeshow Video', 'Video Ads', 'Event Coverage', 'Website Video', 'YouTube™ Videos', 'Corporate Films', 'Fundraising video']",2012-10-27T22:25:51.000Z
C0000197,IiB3jbFhd-0,50093,133,624,35,UC7eBNeDW1GQf2NJQ6G6gAxw,"['Dave Ramsey explains why Whole Life Insurance Sucks!', 'whole life insurance dave ramsey', 'whole life insurance', 'whole life insurance as an investment', 'whole life insurance pros and cons', 'whole life insurance vs term life insurance', 'whole life insurance explained', 'whole life insurance bad', 'whole life insurance rates', 'whole life insurance policy', 'whole life insurance vs term', 'whole life insurance cash value']",2017-10-24T14:00:02.000Z
C0000198,Ale88d_OCdw,1757,0,10,0,UCtszufLu7gCcZTfJnjluTlg,,2017-01-03T17:54:44.000Z
C0000199,0sS4zJNp_10,22129402,5057,132926,4196,UCWsziOkax59CA7KBSi4SLsQ,"['Marques', 'Houston', 'The', 'Ultimate', 'Group/Universal']",2009-10-08T12:01:22.000Z
C0000201,kxmujZJzn18,65623,322,899,236,UCl0It9cuBpyq7MSvAPQnGWw,"['robinhood default apps', 'How I made $2000 on Robinhood', 'RIETs and Cannabis Stocks', 'robinhood stocks', 'robinhood investing', 'robinhood stock trading', 'how robinhood makes money', 'robinhood app', 'how to invest in the stock market', 'stock market investing', 'financial education', 'robinhood savings account', 'robinhood interest', 'cannabis stocks', 'riets', 'bitcoin', 'robinhood investing for beginners', 'stock market for beginners', 'monthly income', 'how to invest', 'robinhood portfolio']",2019-01-16T03:10:30.000Z
C0000203,YEcdfZ0bh1M,1685,21,31,1,UCiWfw9XSLawu-Ytlh4A_3Hg,"['Education loan from abroad', 'Foreign education loan', 'Overseas education loan', 'Private banks education loans', 'International lenders', 'International money- lenders', 'Foreign nbfcs', 'Foreign banks', 'Unsecured foreign education loan', 'Foreign education loan without collateral', 'Prodigy Finance loan', 'Prodigy finance student loan', 'MPower finance student loan', 'International education loan', 'International student loan']",2019-03-27T05:42:25.000Z
C0000205,#NAME?,63,0,0,0,UCb0Vk_BudV3WH9MSGM-joDQ,"['SS&C', 'Technology', 'Holdings', 'BenefitsXML', 'Connecticut', 'enterprise', 'software', 'merger', 'acquisition', 'financial', 'news']",2011-03-11T17:07:16.000Z
C0000206,WpfvxILDAuM,811,0,10,1,UCOGo_D5cnpnbX0CBxhv1FKg,"['Freedom Financial Network', 'Tempe', 'Arizona', 'Career', 'Jobs']",2019-01-15T16:44:10.000Z
C0000207,dZv6FLX4NRE,364397,1236,3398,173,UCRMFeUuaHIDVnRInCYc08Kg,"['coinbase exchange', 'coinbase', 'coinbase tutorial', 'coinbase review', 'coinbase app', 'coinbase app review', 'coinbase app tutorial', 'coinbase exchange review', 'coinbase exchange tutorial', 'coinbase bitcoin exchange', 'how to use coinbase', 'how to use coinbase app', 'how to use coinbase wallet', 'how to buy bitcoin with coinbase', 'how to buy bitcoin on coinbase', 'buy bitcoin on coinbase', 'buy on coinbase', 'coinbase wallet', 'coinbase bitcoin wallet', 'buying bitcoin on coinbase', 'bitcoin', 'coinbase bitcoin']",2017-07-20T01:20:07.000Z
C0000208,VANvCnliPEo,14864,181,507,19,UCyMxCUyA4H60_Rmm1xHXing,"['chime banking', 'chime banking account', 'chime bank review', 'chime banking app', 'free online banking', 'save money', 'savings account', 'FrugalChicLife', 'frugalchiclife', '#frugalchiclife', 'chime app reviews', 'save money fast', 'save money hacks', 'Best online banks', 'Automatic Savings', 'Automatic Savings App', 'Banking App', 'Budgeting App', 'Save More Money', 'Debt Free Living', 'Frugal Living', 'Frugal Chic Life', 'frugal chic life budget excel', 'frugal chic life budget']",2018-10-10T12:00:07.000Z
C0000209,sVugZDTovqs,166,0,0,0,UCV0YoKMl6wkbtYI1PbJXPSA,"['Finance (Industry)', 'Wealth Management', 'finance videos', 'mercer advisors', 'testimonial video', 'corporate video']",2014-09-10T20:24:35.000Z
C0000210,YPYefYEDgtM,755,0,3,0,UCBuIl-Fi0j_APvaoJiKPKoA,,2018-05-07T12:25:30.000Z
C0000211,LotfhZArxPs,198,1,5,0,UCtR2BnkejcU2XeWxnNIV-oA,['FIREFIGHTERS VOLUNTEER VETERAN POLICE OFFICER SFFD'],2018-07-19T23:08:05.000Z
C0000212,A4foal20UTA,26882,40,371,12,UCTcr7MRatEPF8uwwVKoGGIg,['BlackRock'],2018-05-10T10:54:36.000Z
C0000213,#NAME?,1057,1,7,1,UCZkGbe69WbGtcoatnRo5EjQ,,2014-10-02T19:56:05.000Z
C0000214,uF26-RVC-Xo,268,0,2,0,UCcChkLZLu80reTWxjSh7BUA,"['commercial', 'estate', 'real', 'commercial real estate', 'financing', 'plum', 'commercial property (industry)', 'commercial real estate loans', 'real estate', 'michael bull', 'creshow', 'commercial real estate for dummies', 'commercial real estate investing', 'commercial real estate training', 'commercial real estate agent', 'commercial real estate broker', 'commercial real estate brokerage', 'commercial real estate brokers academy', 'commercial real estate broker training']",2017-03-23T13:07:55.000Z
C0000216,kLV3N_58xhg,18415,24,217,7,UCBGZ-FRw8UJqkj_eMV9TGDA,"['personal capital tutorial', 'how to use personal capital', 'personal capital retirement planner', 'How to use the Personal Capital college savings calculator', 'personal capital app review', 'personal capital tutorial 2018', 'personal capital app', 'how to use personal capital to budget', 'how to use personal capital retirement planner', 'how to use personal capital education planner', 'how to use personal capital dashboard', 'how to set up personal capital', 'personal capital review 2018']",2018-03-21T05:38:09.000Z
C0000217,zpAi9euMCJE,115179,334,1858,124,UCkNgKCu9062P0CPyVoBI5sQ,"['lending club', 'peer to peer lending', 'lending club review', 'lending club investment', 'how to invest', 'peer to peer', 'how to invest your money', 'where to invest money', 'peer-to-peer lending', 'lending club how it works', 'how lending club works', 'lending club investing', 'investing', 'investment ideas', 'lending club vs prosper', 'lending club strategy', 'lending club scams', 'p2p lending']",2018-03-23T14:43:20.000Z
C0000218,pBAKuJsGvBE,296,0,1,0,UC96nq-gVV0vy96gfYXfEhmA,,2017-07-11T16:23:24.000Z
C0000219,mBpVycuV7xM,7773,48,355,1,UCS-j8enQVMxOZLvI9PdBUbg,"['Plaid (Musical Group)', 'plaid', 'Warp (Record Label)', 'warp', 'warp records', 'indie', 'independent record label', 'independent', 'independent label', 'independent music', 'audio', 'music', 'official music', 'andy turner', 'ed handley', 'Polymer', 'Maru', 'Recall', 'IDM', 'Intelligent Dance Music', 'Electronic Music']",2019-04-18T14:18:13.000Z
C0000220,ljpFlugHTAY,3,0,0,0,UCO1-LnV6M3IF5HscGCaL_zQ,"['youland', 'real estate', 'loans', 'marketing', 'drones', 'silicon valley', 'san francisco']",2018-06-28T23:38:04.000Z
C0000221,xBtKhWgt2WU,1515,0,5,1,UCjzcOPQDzrXhxM6OBiJ44ZQ,"['alliancebernstein', 'recruiting', 'AB', 'Bernstein', 'Campus', 'students', 'graduates', 'associate', 'intern', 'internship', 'jobs']",2018-01-17T18:41:24.000Z
C0000222,uPbrN-De3Ek,1141,1,4,1,UCvJJ_dzjViJCoLf5uKUTwoA,"['Power Lunch', 'CNBC', 'business news', 'finance', 'stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'Wedbush Securities', 'Securities', 'Michael Pachter', 'Pachter', 'Netflix Will Need', 'Need Decades', 'Decades To Get Content', 'Content Spend', 'Spend Right', 'Andy Hargreaves', 'KeyBanc', 'Capital Markets', 'investors need', 'Netflix reports', 'quarterly earnings', 'what investors need to watch']",2017-07-17T23:51:49.000Z
C0000223,8O3UOUrB0U4,24162740,3365,58400,10975,UCA0MDADBWmCFro3SXR5mlSg,"['Incredibles 2', 'Trailer', '2018', 'All Movie Clips', 'All Trailers', 'Compilation', 'The Incredibles', 'Holly Hunter', 'Sarah Vowell', 'Raymond Ochoa', 'Official', 'Movie', 'Film', 'HD', 'Full Movie', 'Entertainment Access', 'Incredibles 2 Trailer', 'Incredibles 2 Movie']",2018-06-12T17:01:59.000Z
C0000226,ZpBK0byBx7s,177,0,5,0,UCYwXVB8x62xTV2QgWogoT-Q,"['Redwood Credit Union', 'Redwood CU', 'RCU', 'Credit Unions', 'nonprofits', 'community', 'communities', 'North Bay', 'San Francisco', 'Marin', 'Napa', 'Sonoma', 'Santa Rosa']",2018-04-17T21:20:05.000Z
