"title","company","location","description","salary","link"
"Middle / Back End Software Engineer","Boeing Intelligence & Analytics","Annapolis Junction, MD","Boeing Intelligence & Analytics (BI&A) is a leading provider of strategic capabilities to the United States Intelligence Community. We help Customers identify and develop strategies to counter the strengths and exploit the vulnerabilities of potential adversaries. We provide technical expertise across the entire mission spectrum from requirements definition and system and software development to system integration, test and deployment. BI&A maintains top-tier technical talent and industry expertise in software engineering, systems integration and development, rapid prototyping, and project leadership. We pride ourselves on the proven ability to support our Customers while understanding the importance of work – life balance.
Middle / Back End Software Engineer
Location: MD - Annapolis Junction
Job Code: 4494
# of Openings: 2
Clearance Requirements:
Clearance: TS/SCI WITH POLYGRAPH
Description
**THIS POSITION REQUIRES AN ACTIVE TS/SCI WITH POLY CLEARANCE**

Boeing Intelligence & Analytics (BI&A) PRIME contract is seeking a Middle/Back End Software Engineer to join their software development team that provides application development and support to a suite of tools that provides disseminatable data to be conveyed at the absolute first point of relevance allowing mission analytic users to view existing data or contribute new information in a collaborative environment.

Middle/Back End Software Engineer Duties Include:
Provide Middle/Back End software development and technical services to support the Analytic and Engagement Applications (AEA)
Integrate existing software into new or modified systems or operating environments.
Develop services for existing or proposed databases or data repositories
Review and test software components for adherence to the design requirements and documents test results
Provide specific input to the software components of system design to include hardware/software trade-offs, software reuse, and requirements analysis and synthesis from system level to individual software components
Perform software life-cycle activities to ensure highest level of system performance and availability and compliance with business requirements
Administer, maintain, and implement policies and procedures for ensuring the security and integrity of the database(s)
Required Experience:
Technical experience with:
Developing Java Web applications
Developing with Spring-Boot
Developing RESTful Services
Developing applications interfacing into Elasticsearch / Oracle
14+ years’ experience with:
Development of software solutions by analyzing system performance standards
Assisting with development and execution of test procedures for software components
Designing, developing, and modifying software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design
Ensuring quality control of all developed and modified software
Delegate programming and testing responsibilities to one or more teams and monitoring their performance
Writing or reviewing software system documentation
Desired Experience:
Experience with Apache NiFi and/or Apache Spark
Experience with Kafka
Experience with consuming and writing web services
Experience with generating technical documentation
Experience with writing Linux based scripts for code integration and cron jobs using Bourne Shell, C, or Python and work in a command line environment
Experience working in an Agile software development environment
Experience managing software code using Git & MAVEN
Experience using with Jira and Confluence
Required Education:
A Bachelor’s degree in Computer Science or related discipline
Four (4) years of experience may be substituted for a Bachelor’s degree
Boeing Intelligence & Analytics is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law.

EEO Is the Law

Back to Search Results

Are you a returning applicant?
Previous Applicants:


Email:


Password:
If you do not remember your password click here.
Back to Search Results

New Search","$104K-$173K (Glassdoor est.)","https://www.glassdoor.com/partner/jobListing.htm?pos=2717&ao=127294&s=58&guid=0000016a3469b66da0372406f75dc60c&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_ec47fa87&cb=1555657657064&jobListingId=3126817978"
"Senior Principal Software Engineer","FREEDOM CONSULTING GROUP","Columbia, MD","Hello jobseeker! We are Freedom Consulting Group. Here, employees have the freedom to spread their creative wings. Freedom Consulting Group was founded with the idea of building a company free of encumbrances, a company in which employees have the freedom to be creative and innovative. It is that freedom, our love of technology, and the integrity of our employees that enable us to deliver exceptional solutions to our clients.

Category: Software Development

Title: Senior Principal Software Engineer

Location(s): Positions Available in Maryland and Virginia

Security Clearance: TS/SCI with appropriate agency Polygraph

Requirements: Immediate Openings

Responsibilities
Develops, maintains, and enhances complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. Works individually or as part of a team. Reviews and tests software components for adherence to the design requirements and documents test results. Resolves software problem reports. Utilizes software development and software design methodologies appropriate to the development environment. Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development, and requirements analysis and synthesis from system level to individual software components.

Qualifications
Qualifications:
Twenty (20) years experience as a SWE, in programs and contracts of similar scope, type, and complexity is required.
A Bachelor s Degree from an accredited college or university in Computer Science or related discipline. An additional four (4) years of software development experience on projects with similar software development processes may be substituted for a Bachelor s Degree
Experience working with the customer or stakeholder to define, document, and implement system requirements.
The ability to create and execute test cases for peer code testing.
Shall possess the following capabilities:
Develop or implement algorithms to meet or exceed system performance and functional standards
Assist with developing and executing test procedures for software components
Write or review software and system documentation
Develop software solutions by analyzing system performance standards, confer with users or system engineers; analyze systems flow, data usage and work processes; and investigate problem areas
Serve as team lead at the level appropriate to the software development process being used on any particular project
Modify existing software to correct errors, to adapt to new hardware, or to improve its performance
Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design
Design or implement complex database or data repository interfaces/queries
Experience with the following technologies is required OR desired depending upon the specific project:
Windows OS, Required (4 years)
SQL, Required (5 years)
UNIX/Linux OS, Required (5 years)
JAVA or C++, Required (5 years)
Groovy on Grails or Similar Technologies, Required (6 months)
DoJo Service or Similar Technologies, Required (1 year)
HTML, Required (5 years)
CSS, Required (1 year)
JSP, Desired
JAVASCRIPT, Required (5 years)
AJAX, Required (1 year)
Spring framework, Required (1 year)
J2EE technologies, Required (1 year)
Developing Web Services (SOAP and REST), Required (1 year)
XML tools (e.g., XPATH,XQUERY, DOM,SAX, XSLT), Required (1 year)
IIS, Required (1 year)
APACHE, Required (3 years)
CASPORT, Desired
Public Key Infrastructure (PKI), Required (2 years)","","https://www.glassdoor.com/partner/jobListing.htm?pos=2718&ao=539518&s=58&guid=0000016a3469b66da0372406f75dc60c&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_fb48d838&cb=1555657667370&jobListingId=3184160435"
"Machine Learning Engineer","Infinite Resource Solutions","Alpharetta, GA","Machine Learning Engineer, Digital Innovation Team

Client is building the future of payments. As a member of the Digital Innovation team, you’ll be part of a team passionate about technology and using it to modernize payments, and the overall banking experience. We build a wide variety of solutions from automated infrastructure and cloud-based systems, to machine learning and user experiences for web, mobile and IoT. We’re looking for people who want to join our team of designers, engineers and enthusiasts and be a part of what’s happening.

Everyday you’ll do these kinds of things…

Build machine learning models to the payment data of the cardholders.
Collaborate with engineers in the Digital Innovation team to iterate on the design and implementation of our product
Conduct research and prototype new technologies that help to progress our products and platforms
Proactively communicate and collaborate with stakeholders, developers, and other team members to analyze functional requirements
Prepare and execute acceptance testing and help automate them
Work in an engineering focused, iterative team that’s composed of people with a wide range of skills
Collaborate with Product Owners to lead the sprint cycle: ideation, research, design, development, testing and launch
To apply, you’ll need to have:

Minimum

Bachelor's degree or equivalent experience in computer science, information technology or business information systems or related field.
Strong computer science fundamentals including knowledge of data structures and algorithms, computational complexity, and object oriented/functional programming design patterns.
Practical understanding of data mining and machine learning techniques including classification, regression, clustering, dimensionality reduction, preprocessing and model selection.
Strong coding and debugging skills in any of these technologies: Java, Python, Pandas, Scikit Learn.
Strong communication and problem solving skills.
Preferred

Experience with deep learning frameworks such as Tensorflow, PyTorch, MXNet.
Experience designing and developing large distributed, mobile, machine learning, responsive web or API software systems
Experience working in a team-based, start-up or agile development environment
What’s it like to work in our Team?

Our Digital Innovation Team is a team of advanced technical experts in a variety of fields who work together to incubate new capabilities in a rapid, prototype-oriented environment that emphasizes “product over process”. We’re huge advocates of open source and as a member of the Digital innovation team, you’ll not only work with innovative user experiences, massive data sets and infrastructure at scale, but you’ll also be working with a team of people who represent some of the best and brightest minds in payments. We have a growth culture that emphasizes learning and adoption of technologies that push the envelope. We have sessions designed each week to bring the team together to learn and discuss topics that are critical to our industry and the evolution of our systems. Add to that our open work environment that emphasizes collaboration across teams.

So, what will your first day look like? First off, you’ll get a mac laptop and work with a mentor to pull the latest project from Git. Your assigned mentor is someone who stays with you throughout your first 90 days to help you gain familiarity with our teams, tools and environment. After that, we’ll have you meet with different members of the team and get to know their specialties, current projects and nuances of the job. By the end of day one, you’ll create and commit your first code push to git. We call this our “pilot push” and it promotes our culture of rapidly iterating and making progress.

Minimum Qualifications
BS in Computer Science, Information Technology, Business / Management Information Systems or related field
Typically minimum of 2 years - Professional Experience In Coding, Designing, Developing And Analyzing Data. Typically has a basic knowledge and use of one or more languages / technologies from the following but not limited to; two or more modern programming languages used in the enterprise, experience working with various APIs, external Services, experience with both relational and NoSQL Databases","",""
"Software Engineer - Real-time Control / Power Systems","Open Systems International","Medina, MN","Open Systems International, Inc. (OSI) www.osii.com is a fast-paced, growing, high technology company, headquartered in Medina, Minnesota. As a world leader in the Operations Technology (OT) field, OSI develops and supplies state-of-the-art energy management, optimization and control software solutions to energy utility companies worldwide.

In this position you will be responsible for developing applications that monitor and control the electric grid for safe, reliable and economic operations. All of this is done using the latest technologies in a fast-paced, collaborative environment at a forward looking company.

Requirements

Minimum
Bachelor's degree in Electrical Engineering, Electrical Engineering with Power Systems Emphasis, Computer Science or related technical field.
C development experience
Familiar with platform independent tools and libraries.
Analysis Tools experience: ANT, CUnit, JUnit, FxCop and/or PREfast.
Source Version Control experience: CVS, Git and/or Subversion.
Experience on multiple platforms and cross-platform development.
Power Systems
Knowledge of electric utility operation, control and/or optimization
Real Time Controls
Networking knowledge and protocols (TCP/IP, UDP, DNS, XMPP, HTTP, MSRP, XCAP, SOAP, DNP, etc.).
Preferred
Master's degree in Electrical Engineering, Electrical Engineering with Power Systems Emphasis, Computer Science or related technical field
Experience in one or more of the following C#, C++, Java, Python, etc
Experience in Electric, Gas or Water SCADA applications.
Power Systems
3-5 years of experience in power systems engineering and/or software development focused on generation, transmission, distribution and/or outage management
Real Time Controls
3-5 years of experience working with mathematical models, control algorithms and/or software development.
Benefits

OSI offers a comprehensive benefit package to our full-time regular employees. Benefits include health, dental, life and disability insurance, 401(k) matching, bonuses, profit sharing and a generous amount of paid time off and paid holidays. Additional perks include flexible work hours, employee events, fitness discounts, casual dress code, exciting travel opportunities, employee referral bonus programs, and more. Check out our Life at OSI Facebook page to see more.

As an employee of OSI you will have access to cutting edge technologies in a fun, professional, positive and dynamic work environment. We have excellent opportunities for growth and development.","$53K-$91K (Glassdoor est.)",""
"Sr. Principal Cyber Software Engineer","Raytheon","Dulles, VA","Raytheon is supporting a U.S. Government customer on a large mission critical development and sustainment program to design, build, deliver, and operate a network operations environment; including introducing new cyber capabilities to address emerging threats.

Raytheon CSM is seeking a highly motivated software engineer to lead the continuous development, integration, testing, and delivery of advanced cybersecurity threat intelligence information sharing capabilities.

Responsibilities Include:
Interfacing directly with the Customer and stakeholders regarding the continuous development, integration, testing, deployment and training of enhanced Information Sharing capabilities.
Leading agile development teams, organizing development project plans, sprints, tasks, and schedules while providing technical direction and guidance to the teams
Analyzing user feedback, requirements, CONOPS and high-level system architectures to derive, develop and decompose next-cycle updates and specifications.
Conducting trade studies, to determine possible system (hardware, software, architecture) improvements.
Developing technical documentation, including user guides, test plans, and contract deliverable items and supporting product line training.


Requirements

·U.S. Citizenship

·Active Top Secret clearance with SCI eligibility (SSBI within the last five years)

·Bachelors degree in Systems Engineering, Software Engineering, Computer Science, or a related discipline or equivalent experience.

·Must have 10 years of professional experience or 8 years with a Masters degree or 6 years with PhD in a related discipline.

·DoD 8570.1 IAT Level 2 certification or the ability to obtain certification within three months of employment.

·Must have strong systems or software engineering experience required.

·Strong communication and leadership skills.

·Comfortable working with diverse cross-functional teams including Government technical representatives and subcontractors.

·Demonstrated ability to manage multiple teams and projects of variable sizes.

·Experience providing technical direction for the development, engineering, interfacing, integration and testing of all system components

·Experience collecting user and stakeholder feedback, assessing requirements, developing solutions, and conducting design reviews

·Detailed technical understanding of cybersecurity attack techniques and associated prevention/detection methods.

·Experience and/or strong familiarity with Agile development methodologies (SAFe, Scrum, Kanban) and software and system lifecycle methodologies, (e.g ISO, CMMI, ITIL).

·Experience and/or strong familiarity with agile project planning/management techniques.

Desired Skills

·DoD 8570.1 IAT Level III certification

·Experience and/or familiarity with Structured Threat Information Expression (STIX), Trusted Automated eXchange of Indicator Information (TAXII), and Cyber Observable eXpression (CybOX)

·Hands-on practical experience with Security Information Event Management (SIEM) systems, firewalls, Intrusion Detection/Prevention Systems (IDS/IPS), Identity Management

·Certifications related to Agile development SAFe, Scrum Master, Product Owner

·Experience and/or familiarity with Java, C, C++, Python, PERL, and Javascript, JSON, SOAP, REST, HTML/CSS, MySQL

·Strong experience with IT infrastructure including Windows and Linux operating systems, VMware, TCP/IP networking, Storage, and Cloud-based environments (AWS, OpenStack)

·Experience and/or familiarity with DevOps, Continuous Development/Continuous Integration concepts, and tools such as Docker, Jenkins, JIRA, Git, Chef, Ansible, Puppet

·Experience with Earned Value Management (EVM)

This position could be a Sr. Principal Software Engineer (G11) or a Principal Software Engineer (G10) depending on the candidates qualifications.

DOMinoIIS

115338

Raytheon is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.","$102K-$150K (Glassdoor est.)","https://www.glassdoor.com/partner/jobListing.htm?pos=2721&ao=118619&s=58&guid=0000016a3469b66da0372406f75dc60c&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_45d44012&cb=1555657694219&jobListingId=2776583213"
"Senior Analyst - Software Engineer","Duck Creek Technologies","Columbia, SC","Challenging convention. Trying new things. Reshaping an industry.

The team at Duck Creek helps insurance companies bring amazing ideas to life quickly and easily with software that thinks and works like they do. We're fueled by sharing ideas openly, challenging conventions, trying new things, and valuing \""Why not?\"" over \""Why?\"" Our certainty that there is always a better way to do things keeps carriers ahead of their competition and is helping to reshape an industry.

If having a hand in transforming one of the world’s oldest and largest industries into a standard for innovation, open exchange, and peerless user experience sounds exciting, let us know. We may be looking for you.

Software Engineer - Senior Analyst

Responsibilities:

Individual is part of an Agile team that delivers small manageable deliveries that includes design, development, testing, end-to-end installation and deployment. Individual is expected to collaborate effectively within the team. The team is responsible for the deliveries. Individual should demonstrate readiness to do-what-it-takes to achieve the goals of the team by owning the delivery of new features to supporting client issues.
Design, code, and/or configure solutions for low to moderate complexity Agile stories with close direction from a more senior developer; this includes automation of tests and working with their team to sign off on delivered tasks.
Debug and resolve low to moderate complexity software bugs or issues with close direction from more senior developers, making sure to find the real root cause and provide a fix without collateral damage; this includes any automation testing to guarantee the issue is resolved and continuously validated in the future.
Perform basic source code management tasks at the direction of more senior developers.
Develop understanding of the domain, Duck Creek products and various features/configuration capabilities.
Maintain and manage existing test framework, automation/scripts etc. to help improve overall deliverables and release schedules.
Develop understanding of how clients have configured and utilize Duck Creek products to help leverage the knowledge for future development and testing purposes.
Able to deliver quality solutions for our products.
Requirements:
3+ years of experience as a Software Engineer at a software product company.
Bachelor's in Computer Science, Computer Information Sciences, and/or related field.
Understands test automation concepts and design/development of test automation frameworks
Understands test methodologies, and various testing techniques
Understanding of test driven development and continuous integration/deployment
Able to manage to deadlines, communicate in a team, and operate independently with guidance
Understands how to estimate, analyze, and the Software Product Development Lifecycle with Agile methodology
Proficient experience in one or more of the following technology competencies:
UX/Front end technologies (e.g. JavaScript frameworks, HTML5 and CSS)
Integration technologies (e.g. REST)
Application Server / Component based / Micro-architecture development patterns and languages (e.g. .NET, C#, Java, etc.)
Data/RDBMS/XML/XSLT Technologies
Understanding of Object-oriented design, Java or .NET development, Relational OLTP queries and Relational database design
Nice to have:
Property and Casualty Insurance proficiency
Azure/Cloud exposure","$59K-$102K (Glassdoor est.)","https://www.glassdoor.com/partner/jobListing.htm?pos=2722&ao=585019&s=58&guid=0000016a3469b66da0372406f75dc60c&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_dcef48f4&cb=1555657704036&jobListingId=3157263251"
"Intern Robotics Lab Research","Autodesk","San Francisco, CA","Location: San Francisco, CA-United States
Job ID: 19WD31481

Position Overview
This summer we are looking for an intern to contribute to our research into CAD informed robotic assembly. We are using CAD models to provide the assembly instructions for an AI enabled robotic system. The project will consist of building a front-end on top of Inventor, Fusion 360, or the Autodesk Forge viewer to visually specify assembly instructions, and a layout tool to define the robotic work cell and the task level specifications to complete the assembly. This information will then feed a pipeline to auto-generate the robotics perception models and the high-level robot and perception commands to drive an adaptable robotic system to complete the task.

Robotics Lab Research, Prototyping an end-to-end robotic assembly system
Develop a front-end platform for research projects that apply machine learning to industrial robot arms

Please reference this example and this example of another researcher working with Forge and JavaScript.
Responsibilities
Create the front-end interface for the robotic assembly research
Create a workflow that connects to an existing backend of servers and programs
Use the Autodesk Forge Platform to create tools, such as integrating with the Forge Viewer
Communicate ideas, problems and results with the team

Minimum Qualifications
Experienced with JavaScript and front-end development principles
Familiar with three.js or other web-based, 3D visualization platforms
Ability to quickly prototype ideas
Full-time student pursuing a Bachelor’s or Master’s degree in Computer Science, Information Systems, Media/Communications, Graphic Design, Electrical Engineering or related discipline at an accredited program in the United States with at least one academic term to complete post internship

Preferred Qualifications
Familiarity with CAD software such as Autodesk Inventor or Fusion 360 and their APIs
Experience or interest in robotics
Experience or interest in simulation environments
Experience with computer vision
Interest in the making of physical things

About the Autodesk Robotics Lab
The Autodesk Robotics Lab pursues a broad scope of inquiry around robotics — from advanced robotic control, simulation, visualization, and machine learning. The team builds real-world prototypes to truly understand how cutting-edge technology will develop in the future, and how these developments will affect the future of manufacturing, construction and production.
The Robotics Team is a diverse group of creative researchers with backgrounds in engineering, architecture, artificial intelligence, cinematography and visual effects. We are passionate about investigating the role that emerging technology can have in the future of designing and making things. We work out of the Autodesk Technology Center at Pier 9 in San Francisco in a robotics lab equipped with a variety of industrial robot arms, a motion capture system, VR stations, an adjacent AI Lab, and a beautiful view of the San Francisco Bay.","","https://www.glassdoor.com/partner/jobListing.htm?pos=2723&ao=278946&s=58&guid=0000016a3469b66da0372406f75dc60c&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_ad4a48a6&cb=1555657710335&jobListingId=3100579725"
"Identity & Access Management Software Engineer, Federal","Sila Solutions Group","Arlington, VA","As an Identity and Access Management Software Engineer at Sila, your work will have meaning. You will impact the way top companies leverage cutting-edge technologies to advance and protect their businesses. You will leverage your experience in Identity and Access Management (IAM), Identity & Access Governance (IAG), Privileged Access Management (PAM), or a related competency to implement the ideal solutions for our clients. You will design, develop, and implement connectors and other technical components for authentication, authorization, identity provisioning, physical security, and audit and monitoring solutions for our information security deployments.

What Sila Offers

You will work at both the intersections of business and technology and Cybersecurity and other emerging domains such as Big Data. You will gain hands-on experience and also have substantial training and professional development opportunities to develop and expand your technical skillset. You will also put your trouble-shooting, decision-making and collaboration skills to use as an active contributor on your teams.
Requirements
Experience implementing enterprise Identity and Access Management and security solutions (e.g., SailPoint, CA, IBM, BMC, Sun, Oracle, ForgeRock, CyberArk, etc.) in client environments
Experience integrating IAM applications with common identity stores (LDAP, relational databases, application servers, virtual directory servers, physical access management systems)
Exposure to a variety of technologies such as multi-tiered applications, databases, LDAP and directory services, application servers, network infrastructure, and understanding security and dataflow within these components
Experience configuring, developing, and deploying scalable enterprise applications (and COTS products) within multiple application server, operating system and database environments (e.g. WebLogic, WebSphere, JBoss, Tomcat on Windows, Linux, UNIX and Oracle, SQL Server, DB2, MySQL)
Strong hands-on Java/JEE experience
Good knowledge of software development principles, and design patterns
Self-starter, fast learner, and flexible to support new technologies as well as legacy applications
Travel may be required
BS in Computer Science, Computer Engineering, or related discipline from a top school
Candidates must be currently authorized to work in the United States without the need for employment-based visa sponsorship now or in the future.

About Sila

Sila is a technology and management consulting firm that delivers solutions to the worlds leading corporations and Federal government agencies. Our solutions expertise lies in the areas of cybersecurity, risk management, data analytics, software engineering and integration, strategy and transformation, and digital creative services. We are a values-driven company with a culture that fosters collaboration, creativity, and social responsibility. Sila employees are part of a community of vibrant, high-performing contributors who push each other to achieve the highest standard of excellence. Our team members have extensive opportunities to discover their passions and shape their own career paths, and we continually invest in employees growth through innovative training, mentorship, and professional development programs. Staff are quickly immersed in clients business challenges, work closely with emerging technologies to develop impactful solutions to these challenges, and are exposed to a variety of industries and market offerings.
We are looking for full-time employees to become an integral part of our growing team. Sila is headquartered in Washington, D.C. and has offices in Chicago, IL; Denver, CO; Seattle, WA; and Shelton, CT. Sila offers a range of great benefits including a comprehensive healthcare package, 401K with matching, paid time off, and paid company holidays, as well as other unique benefits that support our staffs active work/life balance.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.","$60K-$105K (Glassdoor est.)","https://www.glassdoor.com/partner/jobListing.htm?pos=2724&ao=504873&s=58&guid=0000016a3469b66da0372406f75dc60c&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_f70e4272&cb=1555657717577&jobListingId=2917068744"
"Senior Software Engineer","Mirion","Meriden, CT","POSITION SUMMARY:
Design and develop software solutions as required for Characterization system orders and product developments, ensuring alignment with and adherence to our QA process. Determine operational feasibility by evaluating analysis, problem definition, requirements, solution development, and proposed solutions. Documents and demonstrates solutions by developing documentation and testing. Perform lead role on projects in development of software for instrument control and data analysis. Emphasis on system architecture and high-level design.
ESSENTIAL DUTIES:
Execute software projects, to ensure proper resource allocation, on-time schedule completion, and adherence to planned budget.
Develop software solutions by analyzing requirements and end users needs.
Support acceptance testing.
Perform installations and training at customer sites as needed.
Develop overview design for software products based on system requirements or product requirements.
Assist in scheduling tasks involved in development of software products.
Assist team members in software design/implementation issues.
Generate software documentation emphasis on SDD's, test plans.
Implement/test software to meet required specifications.
Ensure QA process is followed for all software development/programming.
Provide product support to marketing/customer service organizations as needed.
Stay abreast of emerging computing technologies.
Assist hardware engineers with computer and software application issues.
ADDITIONAL DUTIES:
Recommend changes and enhancements to existing software systems, computer applications and processes.
ESSENTIAL REQUIREMENTS:
Highly motivated, self-directed, a strong individual contributor and a strong team player.
Understands basic hardware principles in order to interface with our hardware and firmware. group well
Responsible for the development, maintenance and deployment of current and new systems.
Knows how to debug and performance troubleshoot Windows application and operating system related problems.
Extensive knowledge of programming languages; primarily C/C++, .NET, Visual Basic, plus GUI, C# and scripting language programming.
Familiarity with networking protocols.
Should be comfortable with virtual machines.
Must be able to read and understand complex domain-specific documents, and design and implement systems based on those documents.
Application development skills with and computer hardware to write drivers and test applications for communications, etc.
Some familiarity with basic instrumentation products and how embedded applications work.
Meet deadlines and ensure proper delivery of all assigned design and/or development tasks.
Knowledge of appropriate technical standards (e.g., OSI, POSIX, graphics standards, etc.).
Generate and maintain software documentation.
Strong written and verbal communication skills.
Solid organization and time management skills.
ADDITIONAL REQUIREMENTS:
Ability to travel approximately 10% or as needed.
EXPERIENCE AND EDUCATIONAL REQUIREMENTS:
5+ year's prior programming experience.
BS degree in Computer Science or Physics preferred. Very exceptional work experience may be considered as a substitute for a formal education.","$80K-$135K (Glassdoor est.)",""
"Principal Software Engineer - Big Data/Data Analytics","Raytheon","Portsmouth, RI","Software Engineers - Big Data / Data Analytics
The Software Engineering Directorate is extending its team of software engineers with experience in Big Data and Data Analytics processes, tools, and technologies. The ideal candidate will join a multidisciplinary agile group of engineers focused on applying state of the art Big Data Analytics and Machine Learning (ML) to a variety of internal and customer problems. Big Data Analytics requires multidisciplinary skills, integrating concepts from Computer Science, Mathematics/Statistics, Data Science, and other fields. Ideal candidates will have demonstrated an ability to work on interdisciplinary teams and will have opportunities to work with military and intelligence community experts, as well as university and small business technology research providers, to leverage Big Data Analytics to improve mission performance in areas such as radar, command and control, undersea sensing, autonomous vehicles, logistics and sustainment, and Cyber.

This position can be located in Tewksbury, Woburn, Marlborough, or Porstsmouth, RI

Required Skills:
8+ years of engineering work experience
Sound knowledge of computer science, mathematics, and statistics
Experience programming in some combination of Java, Python, and C++ in an agile development environment
Solid working knowledge of Linux and/or MS Windows programming environments
Experience with widely used open source Big Data architecture stacks including NoSQL and Apache stack data environments (Hadoop, Spark, Cassandra, etc.)
Experience with real-time and/or high performance computing, cluster computing, data storage, and networking environments, including use of GPUs, neuromorphic computing, and cloud-based environments
Experience with one or more scientific analysis and prototyping environments such as the SciPy/NumPy stack, MATLAB, or R, or with an ML framework such as Caffe or TensorFlow
Experience and understanding of quantitative performance analysis
Good communication and presentation skills
An exceptional individual interested in working collaboratively on challenging problems of importance to our nations defense
This position requires the ability to obtain a security clearance. Except in rare circumstances, US citizens are eligible to obtain a security clearance
Desired Skills:
Active security clearance
Familiarity with self-service data preparation and workflow management tools such as Alteryx, Tamr, Paxdata, Trifacta, etc.
Experience with data visualization applications such as Tableau, RShiny, Plotly, Microsoft PowerBI, Qlik, Looker, SAP Lumira, etc.
Background in AI, ML, data science and analytics, game theory, intelligent agents, and related techniques is desirable
Experience across the software lifecycle, including architecture definition, design, implementation, integration and test of complex systems
Experience in radar or sonar technologies, command and control systems, Cyber defense, or DoD mission areas.
Required Education (including Major):
Bachelor's degree in Computer Science, Physics, Math, Electrical Engineering or similar quantitative focused degree. Advanced degree preferred
This position requires either a U.S. Person or a Non-U.S. Person who is eligible to obtain any required Export Authorization.

All these job responsibilities are to be executed in harmony with Raytheon's Code of Business Ethics and Conduct policy which sets the standard by which we operate and how we treat others.

Whats YOUR Mission?
Here at Raytheon, we work together as one global team creating trusted, innovative solutions to make the world a safer place. Our innovation spans all domains: from land and sea to air, space and cyberspace. Were inspired by a noble mission thats shared by Raytheon employees around the globe and an inclusive culture that empowers employees and celebrates their contributions.

What We Offer: Whether youre just starting out on your career journey or are an experienced professional, Raytheon offers a robust total rewards package that goes above and beyond with compensation; healthcare, wellness, retirement and work/life benefits; career development and recognition programs. Some of the superior benefits Raytheon offers include paternal leave, flexible work schedules, achievement awards, educational assistance and child/adult backup care.

Find out why Forbes ranks us among the top 500 of Americas Best Employers by visiting us online at www.raytheon.com.

Stay Connected: Dont miss out on whats happening at Raytheon.
Follow @Raytheon on Twitter
Follow Raytheon on YouTube
Follow Raytheon on LinkedIn
Follow Raytheon Company on Instagram
Are you ready to be remarkable with Raytheon?
Raytheon: Making the World a Safer Place

Diversity is at the heart of all we do at Raytheon. We embrace diversity and diverse opinions; we treat people with dignity and respect to support our inclusive culture. This allows us to retain and attract the world-class talent and supplier base we need to develop the innovative solutions our global customers depend on. We view our diversity as a competitive advantage as a key enabler of our growth.""
Thomas A. Kennedy
Raytheon Chairman and Chief Executive Officer
134276

Raytheon is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.","$106K-$156K (Glassdoor est.)","https://www.glassdoor.com/partner/jobListing.htm?pos=2726&ao=118619&s=58&guid=0000016a3469b66da0372406f75dc60c&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_2dd6f9b3&cb=1555657734128&jobListingId=3125557865"
