,joined,kind,link,location,market,name,pitch,raised,size,stage,website,query
328,Sep ’15,Startup,https://angel.co/amp-robotics,Boulder,Robotics,AMP Robotics,"
Robotics for Recycling
","$248,250",,Seed,amprobotics.com,computer vision
329,Jun ’16,Startup,https://angel.co/vision-computer-solutions,-,-,Vision Computer Solutions,"
",-,-,-,-,computer vision
330,Sep ’16,Startup,https://angel.co/glialab,Chicago,Breast Cancer,GliaLab,"
Developing innovative AI technology solutions for the healthcare industry and beyond.
",-,1-10,-,glialab.com,computer vision
331,Oct ’16,Startup,https://angel.co/aifi,-,Computer Vision,AiFi,"
",-,11-50,-,aifi.io,computer vision
332,Dec ’16,Startup,https://angel.co/tear-film-innovations-1,San Diego,Medical Devices,Tear Film Innovations,"
Disruptive Dry Eye Therapy
",-,,-,tearfilm.com,computer vision
333,Mar ’17,Startup,https://angel.co/wild-me-1,Portland,Universities,Wild Me,"
Wild Me blends computer vision and artificial intelligence to protect wildlife.
",-,1-10,-,wildme.org,computer vision
334,Mar ’17,Startup,https://angel.co/z-imaging,Boston,Hospitals,Z Imaging,"
Bringing Augmented Reality to Surgery and High-Precision Tasks. 
",-,1-10,-,zimaging.io,computer vision
335,Apr ’17,Startup,https://angel.co/swishtheapp,San Francisco,Artificial Intelligence,Swish,"
",-,11-50,-,theswishapp.io,computer vision
336,Apr ’17,Startup,https://angel.co/pergatech,Minneapolis,3D Printing,Pergatech,"
",-,1-10,-,pergatech.com,computer vision
337,May ’17,Startup,https://angel.co/aquabyte,San Francisco,Aquaculture,Aquabyte,"
Machine learning for fish farming
","$3,500,000",11-50,Seed,aquabyte.ai,computer vision
338,May ’17,Startup,https://angel.co/computer-vision-central,-,-,Computer Vision Central,"
",-,-,-,-,computer vision
339,Jul ’17,Startup,https://angel.co/vendlytics,Toronto,Retail Technology,Vendlytics,"
Deep insights into consumer behavior using video
",-,1-10,-,vendlytics.com,computer vision
340,Jul ’17,Startup,https://angel.co/rt-data-labs,Earth,Web Development,RT Data Labs,"
We build everything with an emphasis on AI-- Machine Learning and CyberSecurity
",-,-,-,rtdatalabs.com,computer vision
341,Nov ’12,Startup,https://angel.co/courseon,Mumbai,Technical Continuing Education,CourseOn,"
Create India's first truly hybrid web and software development school.
",-,-,-,courseon.com,computer vision
342,Oct ’13,Startup,https://angel.co/eyeris,Palo Alto,Computer Vision,Eyeris,"
AI for human behavior understanding inside Autonomous and Highly Automated Vehicles (HAVs)
",-,11-50,-,eyeris.ai,computer vision
343,Nov ’13,Startup,https://angel.co/datascoops,-,Predictive Analytics,Datascoops,"
Trending analytics from fast moving data
",-,1-10,-,datascoops.com,computer vision
344,Dec ’14,Startup,https://angel.co/anyline,Vienna,Industrial Automation,Anyline,"
Teaching your smartphone how to read. 
","$2,000,000",11-50,Seed,anyline.io,computer vision
345,Jan ’16,Startup,https://angel.co/stack-health,Palo Alto,Bioinformatics,Stack Health,"
Automating and Accelerating Biomedical Research
",-,1-10,-,stackhealth.com,computer vision
346,Mar ’16,Startup,https://angel.co/imagr,New York City,Retail Technology,IMAGR,"
Experience SMARTER 
",-,11-50,-,imagr.co,computer vision
347,Apr ’16,Startup,https://angel.co/cogniac,San Jose,Computer Vision,Cogniac,"
Drag & Drop Visual AI
",-,11-50,-,cogniac.co,computer vision
348,Apr ’16,Startup,https://angel.co/princeton-vision,Potomac,Computer Vision,Princeton Vision,"
Smart Surveillance Camera
",-,,-,princetonvision.com,computer vision
349,May ’16,Startup,https://angel.co/bullet-scanning,Atlanta,B2B,Bullet Scanning,"
Innovative Computer Vision Technology
",-,1-10,-,bulletscanning.com,computer vision
350,Sep ’16,Startup,https://angel.co/evercoast,New York City,Augmented Reality,Evercoast,"
Advancing 3D holographic, volumetric content for AR, VR, and mobile
",-,1-10,-,evercoast.com,computer vision
351,Jul ’16,Startup,https://angel.co/inka-robotics,-,Robotics,Inka Robotics,"
The tattooing robot
",-,,-,inkarobotics.com,computer vision
352,Aug ’16,Startup,https://angel.co/rallypoint-4,Cambridge,Augmented Reality,RallyPoint,"
Innovative Solutions for Professional Heroes
",-,,-,rallypoint.info,computer vision
353,Aug ’16,Startup,https://angel.co/road-aid,Dayton,Data Visualization,Road-Aid,"
Zillow for Potholes
",-,-,-,roadaidanalytics.com,computer vision
354,Aug ’18,Startup,https://angel.co/vectorly,New York City,Emerging,Vectorly,"
New video codec enables 50x video compression through vector graphics
",-,1-10,-,vectorly.io,computer vision
355,Feb ’17,Startup,https://angel.co/vidalign-1,New York City,Video Processing,Vidalign,"
The Vidalign 3D is a Video Generation System
",-,1-10,-,vidalign.net,computer vision
356,Jan ’18,Startup,https://angel.co/pixm-1,New York City,Enterprise Security,Pixm,"
We make technologies to stop phishing breaches
",-,1-10,-,pixm.net,computer vision
357,May ’17,Startup,https://angel.co/okular-technologies,Provo,Retail Technology,Okular Technologies,"
Customer Analytics for Physical Retailers
",-,-,-,okulartechnology.com,computer vision
358,May ’17,Startup,https://angel.co/checkout-technologies,Europe,Retail Technology,CheckOut Technologies,"
AmazonGO for Retailers
","€400,000",11-50,Seed,checkoutfree.it,computer vision
359,Jul ’17,Startup,https://angel.co/vueby,Sydney,Data Visualization,vueby,"
Focused on commercial applications for computer vision and machine learning.
",-,1-10,-,vueby.com,computer vision
360,Aug ’17,Startup,https://angel.co/reflective-ai-1,Palo Alto,Manufacturing,Reflective.ai,"
Intelligence for Industrial Automation
",-,1-10,-,reflective.ai,computer vision
361,May ’12,Startup,https://angel.co/tryfy,San Mateo,Retail Technology,Tryfy,"
Accurate Virtual Fitting Everywhere
",-,-,-,tryfy.com,computer vision
362,Sep ’12,Startup,https://angel.co/snap-out,London,Finance Technology,Snap Out,"
Helping you to create impactful product and service experiences
",-,1-10,-,snapout.co.uk,computer vision
363,Sep ’12,Startup,https://angel.co/localbee,San Francisco,B2B,Q-tic AI Labs,"
Automated Retail Analytics through Computer Vision
",-,1-10,-,drive.google.com,computer vision
364,Oct ’12,Startup,https://angel.co/peekabu-studios,Edinburgh,Computer Vision,Peekabu Studios,"
Computer vision and recognition technology
","$486,000",1-10,Seed,peekabu.com,computer vision
365,Jan ’13,Startup,https://angel.co/100-vision,Ukraine,iPad,100% Vision,"
Is an app  that removes Computer Vision Syndrome
",-,-,-,get100vision.com,computer vision
366,Jun ’13,Startup,https://angel.co/recognitor,Chisinau,Computer Vision,Recognitor,"
Facial Recognition API Service
",-,1-10,-,recognitor.com,computer vision
367,Jul ’14,Startup,https://angel.co/spottedfriend,New York City,Search,SpottedFriend,"
A Visual E-Commerce Search Engine 
",-,,-,spottedfriend.com,computer vision
368,Mar ’16,Startup,https://angel.co/visenze,Singapore,Retail Technology,ViSenze,"
Simplifying the visual web through artificial intelligence
","$14,000,000",11-50,Series B,visenze.com,computer vision
369,Feb ’15,Startup,https://angel.co/bundle-3,Amsterdam,Photo Sharing,Bundle,"
Take control of your photo mess. Automatically.
","$300,000",1-10,Seed,bundleapp.co,computer vision
370,Aug ’15,Startup,https://angel.co/alchemyapi-acquired-by-ibm-watson-group,-,-,AlchemyAPI (Acquired by IBM Watson Group),"
","$2,000,000",-,Series A,-,computer vision
371,Dec ’15,Startup,https://angel.co/videoplusplus,Shanghai,Internet,VideoPlusPlus(videopls.com),"
Make Video Smart
","$5,700,000",51-200,Seed,videopls.com,computer vision
372,Dec ’16,Startup,https://angel.co/juuk-2,Menlo Park,Console Gaming,Juuk,"
Smart Drone that Plays with you
",-,1-10,-,juuk.co,computer vision
373,Feb ’16,Startup,https://angel.co/affinity-fashion,San Francisco,Personalization,Affinity,"
Personalized Fashion Recommendations
",-,-,-,tryaffinity.com,computer vision
374,Apr ’16,Startup,https://angel.co/sankobot,Earth,Robotics,SanKoBot,"
Build 3 centers for each family to assist the human in the future life
",-,1-10,-,sankobot.com,computer vision
375,May ’16,Startup,https://angel.co/hydrodesk,Singapore,Technology,,"
HydroDesk is a SSaaS for project developers and engineers.
",-,-,-,startupjobs.asia,computer vision
376,Jun ’16,Startup,https://angel.co/adhark,Boston,Brand,,"
We quantify design.
",-,-,-,adhark.com,computer vision
377,Aug ’16,Startup,https://angel.co/immersed,Austin,Computer Vision,Immersed [Techstars '17],"
We immerse distributed teams into the same VR workplace to maximize productivity.
",-,1-10,-,immersedvr.com,computer vision
378,Oct ’16,Startup,https://angel.co/autox-ai,San Jose,Robotics,AutoX,"
Revolutionizing Retail with Self-Driving Cars
",-,51-200,-,autox.ai,computer vision
379,Oct ’16,Startup,https://angel.co/radiosense,Austin,Computer Vision,Radiosense,"
Precise positioning for automated vehicles
",-,1-10,-,radiosense.com,computer vision
380,Feb ’18,Startup,https://angel.co/liads,New York City,Defense,L.I.A.D.S.,"
Lightweight Intelligent Anti-drone Defense Systems
",-,1-10,-,,computer vision
381,May ’13,Startup,https://angel.co/geniusmatcher,London,Computer Vision,GeniusMatcher,"
Hardware Free 3D Indoor Navigation
",-,1-10,-,geniusmatcher.com,computer vision
382,Oct ’13,Startup,https://angel.co/imaginary-computer,Albuquerque,Virtual Worlds,Imaginary Computer,"
The future of Augmented Everything.
",-,1-10,-,imaginarycomputer.com,computer vision
383,Oct ’13,Startup,https://angel.co/learnpeaks,Province of Trento,Mobile Games,LearnPeaks,"
LearnPeaks - educational augmented reality games
",-,1-10,-,learnpeaks.com,computer vision
384,Sep ’14,Startup,https://angel.co/deep-glint,Beijing,-,Deep Glint,"
",-,11-50,-,deepglint.com,computer vision
385,Feb ’14,Startup,https://angel.co/eyecarrot,Toronto,Computer Vision,Eyecarrot,"
Advancing Vision Performance Through Vision Therapy
",-,1-10,-,eyecarrot.com,computer vision
386,Jul ’14,Startup,https://angel.co/socialsweepster,Chicago,-,SocialSweepster,"
Using image recognition to clean up your reputation 
","$70,000",,Seed,socialsweepster.com,computer vision
387,Sep ’14,Startup,https://angel.co/horus-technology,Milan,Computer Vision,Horus Technology,"
Wearable personal assistant for the blind and visually impaired.
","$900,000",1-10,Seed,horus.technology,computer vision
388,Sep ’14,Startup,https://angel.co/threadweather,Oakland,Mobile Commerce,ThreadWeather,"
Fashion Inspiration Marketplace
",-,1-10,-,threadweather.com,computer vision
389,Oct ’14,Startup,https://angel.co/antumbra,Boston,Consumer Electronics,Antumbra,"
Augment your computer monitor to add a new level of immersion to your experience.
",-,1-10,-,antumbra.io,computer vision
390,Dec ’14,Startup,https://angel.co/3d-data,-,Maps,3D Data,"
Unlocking the Digital Value of the Physical World
",-,1-10,-,3ddataltd.com,computer vision
391,Oct ’15,Startup,https://angel.co/valossa,Oulu,Deep Learning,Valossa,"
AI-powered Video Search
","$650,000",1-10,Seed,valossa.com,computer vision
392,Sep ’15,Startup,https://angel.co/innersightlabs,London,Medical Devices,Innersight Labs,"
innersight turns medical imaging into a product that surgeons can actually use
",-,1-10,-,innersightlabs.com,computer vision
393,Jun ’16,Startup,https://angel.co/peddle-2,Yangon,Logistics,Peddle,"
We help businesses in Myanmar sell on their mobile.
",-,,,peddlenow.com,computer vision
394,Jun ’16,Startup,https://angel.co/viar-1,Seattle,Manufacturing,VIAR,"
We build easy-to-use authoring & distribution tools for Virtual & Augmented Reality.
",-,11-50,-,viar.si,computer vision
395,Jan ’17,Startup,https://angel.co/scapetechnologies,London,Augmented Reality,Scape Technologies,"
Localization Technology for Augmented Reality
",-,11-50,-,Scape.io,computer vision
396,Mar ’17,Startup,https://angel.co/unlimited-reality-1,San Francisco,Augmented Reality,Unlimited Reality,"
Augmented Reality Entertainment 
",-,,-,unlimitedreality.com,computer vision
397,Mar ’17,Startup,https://angel.co/selerio,London,Augmented Reality,Selerio,"
Selerio is an AI start-up spin-out from Cambridge University doing live 3D reconstruction.
",-,1-10,-,selerio.io,computer vision
398,Mar ’17,Startup,https://angel.co/scalia-1,London,Computer Vision,Scalia,"
A whole new approach to product data exchange
",-,-,-,getscalia.com,computer vision
399,Apr ’17,Startup,https://angel.co/movel-ai,Singapore,Robotics,Movel AI,"
Movel AI builds next generation robot navigation technology using computer vision.
",-,1-10,-,movel.ai,computer vision
400,May ’17,Startup,https://angel.co/eyn,London,Biometrics,Eyn,"
Verify identities in seconds at scale. 
","$500,000",1-10,Seed,eyn.vision,computer vision
